fnid,pre_home_distance,post_home_distance,LU_Business,LU_City_Road,LU_Consumption,LU_Culture,LU_Industry,LU_Medical,LU_Park_&_Scenery,LU_Public,LU_Residence,LU_Science_&_Education,LU_Special,LU_Transportation,LU_Wild
15844.0,17.204650534085253,20.223748416156685,2.232857952031069,1.95516216869206,1.037330143743385,0.0,0.2499982941672195,0.0,0.0,0.075386893843451,0.3608141573502327,0.3455730972616674,0.0,0.0,0.0653514415501277
15481.0,13.601470508735444,26.30589287593181,0.8573562911361812,1.81965089849126,0.0,0.0403195997113926,0.3369884787584313,0.0,0.0,0.124910955052846,0.6061830683903238,0.6421024535904707,0.0,0.0,0.2375428471458714
19400.0,0.0,34.713109915419565,1.4356843391993481,1.216674513891266,0.1183118465962107,0.0403195997113926,0.3369884787584313,0.0,0.0,0.15757858588531382,1.3793781658077036,0.5775473986969644,0.0,0.0,0.1721914055957437
15830.0,10.0,34.132096331752024,1.4356843391993481,1.216674513891266,0.1183118465962107,0.0403195997113926,0.3369884787584313,0.0,0.0,0.15757858588531382,1.3793781658077036,0.5775473986969644,0.0,0.0,0.1721914055957437
16574.0,31.04834939252005,4.123105625617661,1.5407552007666534,0.7372281399290991,1.4725096311930983,0.0,0.2499982941672195,0.0442313436583008,0.6426868333830309,0.1499030076078346,0.9882858110781261,0.0397787473467821,0.0,0.0,0.2024901388468147
16495.0,49.64876634922564,83.00602387778854,0.1614617651974374,1.2380509046530386,0.0,0.0403195997113926,1.0538733399329545,0.0704056065245887,0.0,0.3591256553955484,0.9444837750582272,0.2965293563288033,0.0,0.0,0.1861678793945436
16162.0,26.570660511172846,59.033888572581766,0.1614617651974374,0.9354642763990572,0.0,0.0403195997113926,1.239078321351788,0.0,0.0,0.28712022158001227,0.5612740807334679,0.2965293563288033,0.0,0.2606571901766781,0.2536660997401945
28589.0,96.56603957913984,131.21737689803132,0.0,0.8148575976431334,0.3204504575247467,0.0,0.2334210370971204,0.0548947415151116,0.6089302995951335,0.343434357070293,0.2403442989486094,0.1000278095922004,0.0,2.487832585558087,0.25698142986947203
18267.0,62.07253821135398,96.08329719571452,0.003791774674328,1.0111019232589107,0.7556299449744599,0.0,0.2334210370971204,0.0991260851734124,0.7836522548728341,0.4066880203024282,0.9199335420320999,0.1398065569389825,0.0,0.0,0.3254929470617487
14048.0,15.297058540778355,32.01562118716424,1.0605287883316745,0.5919490838818262,0.7526801038301474,2.480546773499208,0.0,0.0442313436583008,0.6426868333830309,0.1499030076078346,0.6795892430834904,0.0397787473467821,0.0,0.0,0.20790060171278787
25146.0,37.57658845611187,23.0,0.6958945259387438,1.8233062476440791,0.0001255365487098,0.0,0.3200397172280565,0.0,0.0,0.075386893843451,1.9454222712060285,0.3455730972616674,0.0,0.0,0.0653514415501277
11903.0,21.0,36.76955262170047,0.6958945259387438,1.693898446888479,0.0,0.0314655113082661,0.1410108687911549,0.0,0.0,0.6669017505976027,0.5072812893750586,1.1122432515399492,0.7131599723121493,0.0,0.15837382482568602
15790.0,41.23105625617661,74.06078584514209,0.003791774674328,0.4907792974615965,0.6820813292192648,0.0546347244184139,0.676503482739951,0.0442313436583008,0.6426868333830309,0.250210142362357,0.9038518471437351,0.0972027595937105,0.0,0.0,0.37204871199530565
12951.0,29.206163733020468,58.05170109479997,0.47942139075036,1.2810608562220795,0.8989082249222532,0.0,0.6284833683027891,4.396016980821289,0.0,0.3825601703268985,0.0286221321014514,0.0,0.0,0.0,0.0
18351.0,22.20360331117452,12.649110640673518,2.0163848168426854,1.1680246562029981,1.8738469030064477,0.0,0.8784816624700086,0.0,0.0,0.3825601703268985,0.3373187000960871,0.0,0.0,0.0,0.0
32618.0,38.07886552931954,50.60632371551998,1.2742225740019106,1.1925065804373387,0.1183118465962107,0.0,0.2604989996026402,0.0,0.0,0.1080545246759188,1.118641691334358,0.5244476916740857,0.0,0.0,0.2776809282752787
23145.0,175.28548142958104,142.0211251891774,1.5369634260923255,0.8333686021410618,1.1466054892819408,0.0,0.37503512582668463,0.0,0.0152918714608046,0.0,0.7477034910307342,0.0,0.0,0.0,0.3210960250660072
15856.0,27.85677655436824,8.54400374531753,2.548031721981508,1.8179188531257535,0.41129229351057117,0.0106917766859438,0.0,0.1092092631949882,0.0077442311078441,0.3321636123631802,1.1567235077463058,0.3137983509940802,0.0,0.2294600005031694,0.0
25499.0,34.48187929913333,24.33105012119288,1.2742225740019106,1.0963436832841564,0.244745907361823,0.0,0.8816193996455661,0.0,0.0,0.1080545246759188,1.7127738328074855,0.281018042368161,0.0,0.0,0.0377461080151213
32888.0,86.76404785393545,120.702112657567,0.003791774674328,0.514569588165479,0.4351794874497132,0.0,0.3595689791333634,0.09015470666398251,0.6426868333830309,0.2230435568981187,0.6795892430834904,1.0828117814475469,0.0,0.0,0.4097361359428235
8636.0,61.773780845922005,90.95603333479312,1.1006044415954344,1.9331242442338206,0.0059099153404485,0.0,0.1503882646948638,0.4600877274339436,0.0,0.1093507046605242,1.3285733734021554,0.5533198091916719,0.0,0.0,0.09011749684704211
15829.0,10.04987562112089,35.12833614050059,0.2399686645382818,1.5984690599166982,0.3414757814598653,0.1570751708549176,0.0,0.0,0.4607542890781338,0.5131596123217659,1.7964985171390735,0.3285448964953045,0.0,0.0,0.1145556755411224
12976.0,18.110770276274835,33.83784863137726,0.0175453225946481,1.0667919811282114,0.3222701887861597,0.33771270685343446,0.0,0.0,1.1797455723291166,0.0532737484743818,2.0459687233449646,0.5919530302946586,0.0,0.0,0.145401593983222
