fnid,LU_Business,LU_Green,LU_Industry,LU_Public,LU_Residence,subway,density,intersections,road_density,rent
23653,0.0,0.649875776388472,0.001224403337108,1.420045552113519,0.001929535068154,0.333333333333333,0.027521576222222,25.87654320888889,32.535901234444445,7.073958815666667
23288,0.006963804775935,1.081199224929492,0.028395238577041,0.340313427591677,0.234978862445825,1.0,6.020144187666666,8.691358024222222,18.01520987688889,2.323347728666667
23654,0.0,0.85512632728488,0.064226058188269,1.369969964289424,0.000475832715638,0.0,0.096618973444444,21.333333333666666,30.52622222222222,8.108837458111111
23648,0.079605263991647,0.233637649042249,0.023513929619229,0.80174393805859,0.69449015695693,1.0,12.632727380333334,34.370370371111115,23.13007407255556,3.267343350777778
22942,0.056775927118482,0.233613293573934,0.580356110363202,0.735107133340427,0.321157679239048,0.0,5.829857948666667,30.81481481544445,34.239604937777784,8.216111111
15091,0.235150668155957,0.393702486571515,0.672569331656972,0.074383326787824,0.666927161500082,1.0,11.824449838222222,25.67901234555556,31.463111112222222,17.344732427777778
24371,0.0,1.380196131712486,0.00062633481001,1.291731269773891,0.008898759294543,0.111111111111111,0.201372311666667,9.876543209555557,5.551209876888889,8.42192572711111
22944,0.126635758681135,0.242653118264754,0.188661773288247,0.273548721258167,0.85450168863257,0.666666666666667,23.440576667444443,23.703703704444443,31.130666666666663,6.902710748333333
23655,0.003147510952368,1.162791420968934,0.149710951920207,0.967595367521006,0.036166306157599,0.0,0.906749391666667,15.604938271222222,25.953580247,8.613019561444444
24007,0.032659126614258,0.085631982269332,0.016659046188341,1.078509463847817,0.170776068367131,1.0,6.100967905333333,16.790123457555556,28.40987654222222,3.881265399
14000,0.064119063099106,0.244941483754688,0.397869823391796,1.360017592901225,0.096784371340999,1.0,0.791030217888889,50.56790123444445,37.48365432,4.443981519222223
14404,0.839194396770645,0.660084054267283,0.0,0.462936752358886,0.04856606024962,1.0,1.021080014222222,171.25925925555555,47.291851852222216,9.510964497777778
