who,date,seiqd,mode,poi_o,poi_d,org_chess_x,org_chess_y,dst_chess_x,dst_chess_y,lambda_o,phi_o,lambda_d,phi_d,migrt,pre_chess_x,pre_chess_y,post_chess_x,post_chess_y,home_distance,trip_distance,weekend,pre_home_distance,post_home_distance,LU_Business,LU_City_Road,LU_Consumption,LU_Culture,LU_Industry,LU_Medical,LU_Park_&_Scenery,LU_Public,LU_Residence,LU_Science_&_Education,LU_Special,LU_Transportation,LU_Wild,trip_routelen
1159109,20190101,1,1.0,0.0,21.0,23.0,131.0,22.0,126.0,113.80708707058804,22.73823027934835,113.80393980921708,22.72673410777584,20190716,23.0,131.0,62.0,142.0,5.0990195135927845,5.0990195135927845,False,5.0990195135927845,43.08131845707603,0.0,0.2160692138388667,0.015279765128422,0.0,0.7518377652518397,0.0,0.208248556253074,0.0,0.6766010648797545,0.0,0.0,0.0,0.1168365143029723,1425.08
1159109,20190101,2,1.0,21.0,0.0,22.0,126.0,23.0,131.0,113.80393980921708,22.72673410777584,113.80708707058804,22.73823027934835,20190716,23.0,131.0,62.0,142.0,0.0,5.0990195135927845,False,0.0,40.52159917870962,0.046209672682772,0.4420398332240803,0.5649188880457984,0.0,0.0,0.0873848621954976,0.0,0.2885288139172128,1.1477923870802105,0.3431281302452856,0.0,0.0,0.0542379175833361,1425.08
1159109,20190101,3,1.0,0.0,29.0,23.0,131.0,77.0,101.0,113.80708707058804,22.73823027934835,113.93716585379794,22.67124390727804,20190716,23.0,131.0,62.0,142.0,61.773780845922005,61.773780845922005,False,61.773780845922005,43.65775990588615,0.0,0.5491257431153536,0.1111781360434726,0.5037783228535007,0.0655848587914243,0.0,0.0,0.0325717660904452,0.4846866585925097,0.5876107892077771,0.0,0.0,0.1407367657636492,18620.946
1159109,20190101,4,-1.0,29.0,0.0,77.0,101.0,23.0,131.0,113.93716585379794,22.67124390727804,113.80708707058804,22.73823027934835,20190716,23.0,131.0,62.0,142.0,0.0,61.773780845922005,False,0.0,40.52159917870962,0.046209672682772,0.4420398332240803,0.5649188880457984,0.0,0.0,0.0873848621954976,0.0,0.2885288139172128,1.1477923870802105,0.3431281302452856,0.0,0.0,0.0542379175833361,18620.94600000001
1159109,20190101,5,1.0,0.0,5.0,23.0,131.0,14.0,133.0,113.80708707058804,22.73823027934835,113.78535944679628,22.742558756833883,20190716,23.0,131.0,62.0,142.0,9.219544457292889,9.219544457292889,False,9.219544457292889,48.83646178829912,0.0,0.4054838031082642,0.0743247235273762,0.0,1.4689764447645235,0.0,0.0,0.0,0.0650687046849549,0.0,0.0,0.0,0.0,3168.931
1159109,20190102,1,1.0,5.0,0.0,14.0,133.0,23.0,131.0,113.78535944679628,22.742558756833883,113.80708707058804,22.73823027934835,20190716,23.0,131.0,62.0,142.0,0.0,9.219544457292889,False,0.0,40.52159917870962,0.046209672682772,0.4420398332240803,0.5649188880457984,0.0,0.0,0.0873848621954976,0.0,0.2885288139172128,1.1477923870802105,0.3431281302452856,0.0,0.0,0.0542379175833361,3168.931
1159109,20190102,2,1.0,0.0,4.0,23.0,131.0,19.0,126.0,113.80708707058804,22.73823027934835,113.79569802190171,22.728509071158907,20190716,23.0,131.0,62.0,142.0,6.4031242374328485,6.4031242374328485,False,6.4031242374328485,45.880278987817846,0.0,0.7190362872806231,0.0011535541135426,0.0,1.1057195274944644,0.0,0.0,0.0,0.2093669274606173,0.0,0.0,0.0,0.0113078804431359,2183.3530000000005
1159109,20190102,3,1.0,4.0,1.0,19.0,126.0,62.0,153.0,113.79569802190171,22.728509071158907,113.90242280757109,22.788091347935246,20190716,23.0,131.0,62.0,142.0,44.77722635447622,50.774009099144415,False,44.77722635447622,11.0,0.0,0.2804503151786736,0.0,0.0,0.7504691977844697,0.0,0.0,0.0,0.1127473406144816,0.0,0.0,0.0,0.2262755173656491,15530.364999999994
1159109,20190102,4,1.0,1.0,19.0,62.0,153.0,32.0,117.0,113.90242280757109,22.788091347935246,113.8288447920624,22.708514804707217,20190716,23.0,131.0,62.0,142.0,16.64331697709324,46.86149805543992,False,16.64331697709324,39.05124837953327,0.0,0.6464475987865098,0.5458188582485884,0.0,1.028730477330758,0.0,0.0,0.0,0.0338405884592307,0.0,0.0,0.0,0.0147939018824555,14067.251
1159109,20190102,5,1.0,19.0,1.0,32.0,117.0,62.0,153.0,113.8288447920624,22.708514804707217,113.90242280757109,22.788091347935246,20190716,23.0,131.0,62.0,142.0,44.77722635447622,46.86149805543992,False,44.77722635447622,11.0,0.0,0.2804503151786736,0.0,0.0,0.7504691977844697,0.0,0.0,0.0,0.1127473406144816,0.0,0.0,0.0,0.2262755173656491,14067.250999999997
