who,date,seiqd,mode,poi_o,poi_d,org_chess_x,org_chess_y,dst_chess_x,dst_chess_y,lambda_o,phi_o,lambda_d,phi_d,migrt,pre_chess_x,pre_chess_y,post_chess_x,post_chess_y,home_distance,trip_distance,weekend,pre_home_distance,post_home_distance,LU_Business,LU_City_Road,LU_Consumption,LU_Culture,LU_Industry,LU_Medical,LU_Park_&_Scenery,LU_Public,LU_Residence,LU_Science_&_Education,LU_Special,LU_Transportation,LU_Wild,trip_routelen
33816672,20190101,1,1.0,2.0,0.0,129.0,50.0,110.0,43.0,114.06570258459946,22.558541440708705,114.01900076774686,22.5431961320882,20190801,111.0,42.0,128.0,52.0,1.4142135623730951,20.248456731316587,False,1.4142135623730951,20.12461179749811,0.0,0.8044901187029276,1.7365848956007062,0.0937133751421796,0.0,0.0886012357393834,0.0,0.0,0.4323814137023897,0.1868360326230312,0.0,0.0,0.006692740368933,5865.516
33816672,20190101,2,1.0,0.0,1.0,110.0,43.0,140.0,52.0,114.01900076774686,22.5431961320882,114.09298716084442,22.562819213150053,20190801,111.0,42.0,128.0,52.0,30.675723300355934,31.32091952673165,False,30.675723300355934,12.0,0.971276568304758,0.4567227676381957,0.0429775320392142,0.0930543070191748,0.9013245737044444,0.0,0.0885177099441858,0.2236635669002541,0.1076619078002403,0.0,0.0,0.0,0.0,8791.577
33816672,20190101,3,1.0,1.0,0.0,140.0,52.0,110.0,43.0,114.09298716084442,22.562819213150053,114.01900076774686,22.5431961320882,20190801,111.0,42.0,128.0,52.0,1.4142135623730951,31.32091952673165,False,1.4142135623730951,20.12461179749811,0.0,0.8044901187029276,1.7365848956007062,0.0937133751421796,0.0,0.0886012357393834,0.0,0.0,0.4323814137023897,0.1868360326230312,0.0,0.0,0.006692740368933,8791.577000000001
33816672,20190102,1,1.0,0.0,1.0,110.0,43.0,140.0,52.0,114.01900076774686,22.5431961320882,114.09298716084442,22.562819213150053,20190801,111.0,42.0,128.0,52.0,30.675723300355934,31.32091952673165,False,30.675723300355934,12.0,0.971276568304758,0.4567227676381957,0.0429775320392142,0.0930543070191748,0.9013245737044444,0.0,0.0885177099441858,0.2236635669002541,0.1076619078002403,0.0,0.0,0.0,0.0,8791.577
33816672,20190102,2,1.0,1.0,2.0,140.0,52.0,129.0,50.0,114.09298716084442,22.562819213150053,114.06570258459946,22.558541440708705,20190801,111.0,42.0,128.0,52.0,19.697715603592208,11.180339887498947,False,19.697715603592208,2.23606797749979,0.0,0.6091112555660174,0.0,0.0,1.186497451808275,0.0,0.0,0.0,0.2901314762881649,0.0,0.0,0.0,0.0,3337.552
33816672,20190102,3,1.0,2.0,7.0,129.0,50.0,137.0,49.0,114.06570258459946,22.558541440708705,114.0844326058784,22.557871563088177,20190801,111.0,42.0,128.0,52.0,26.92582403567252,8.06225774829855,False,26.92582403567252,9.486832980505138,0.0419282017258689,0.7317804165690291,0.0,0.2370107454685054,0.0,0.0,0.085949500309988,0.0011754479439391,1.1276232071416088,0.8981731144428206,0.0,0.0,0.0,2015.54
33816672,20190102,4,1.0,7.0,0.0,137.0,49.0,110.0,43.0,114.0844326058784,22.557871563088177,114.01900076774686,22.5431961320882,20190801,111.0,42.0,128.0,52.0,1.4142135623730951,27.65863337187866,False,1.4142135623730951,20.12461179749811,0.0,0.8044901187029276,1.7365848956007062,0.0937133751421796,0.0,0.0886012357393834,0.0,0.0,0.4323814137023897,0.1868360326230312,0.0,0.0,0.006692740368933,7793.4450000000015
33816672,20190103,1,1.0,0.0,1.0,110.0,43.0,140.0,52.0,114.01900076774686,22.5431961320882,114.09298716084442,22.562819213150053,20190801,111.0,42.0,128.0,52.0,30.675723300355934,31.32091952673165,False,30.675723300355934,12.0,0.971276568304758,0.4567227676381957,0.0429775320392142,0.0930543070191748,0.9013245737044444,0.0,0.0885177099441858,0.2236635669002541,0.1076619078002403,0.0,0.0,0.0,0.0,8791.577
33816672,20190103,2,1.0,1.0,0.0,140.0,52.0,110.0,43.0,114.09298716084442,22.562819213150053,114.01900076774686,22.5431961320882,20190801,111.0,42.0,128.0,52.0,1.4142135623730951,31.32091952673165,False,1.4142135623730951,20.12461179749811,0.0,0.8044901187029276,1.7365848956007062,0.0937133751421796,0.0,0.0886012357393834,0.0,0.0,0.4323814137023897,0.1868360326230312,0.0,0.0,0.006692740368933,8791.577000000001
33816672,20190104,1,1.0,0.0,1.0,110.0,43.0,140.0,52.0,114.01900076774686,22.5431961320882,114.09298716084442,22.562819213150053,20190801,111.0,42.0,128.0,52.0,30.675723300355934,31.32091952673165,False,30.675723300355934,12.0,0.971276568304758,0.4567227676381957,0.0429775320392142,0.0930543070191748,0.9013245737044444,0.0,0.0885177099441858,0.2236635669002541,0.1076619078002403,0.0,0.0,0.0,0.0,8791.577
