who,date,seiqd,mode,poi_o,poi_d,org_chess_x,org_chess_y,dst_chess_x,dst_chess_y,lambda_o,phi_o,lambda_d,phi_d,migrt,pre_chess_x,pre_chess_y,post_chess_x,post_chess_y,home_distance,trip_distance,weekend,pre_home_distance,post_home_distance,LU_Business,LU_City_Road,LU_Consumption,LU_Culture,LU_Industry,LU_Medical,LU_Park_&_Scenery,LU_Public,LU_Residence,LU_Science_&_Education,LU_Special,LU_Transportation,LU_Wild,trip_routelen
6854307,20190101,1,1.0,0.0,5.0,51.0,66.0,80.0,43.0,113.87450946749551,22.59575303550271,113.94523629645774,22.543715459950235,20190528,50.0,67.0,44.0,85.0,38.41874542459709,37.01351104664349,False,38.41874542459709,55.31726674375732,0.0,0.920051116557301,0.0,0.0,0.3317018663024396,0.0,0.0,0.035762020445873,0.2431809484304687,0.1248638218641013,0.0,0.0,0.1524710713339273,10569.738999999994
6854307,20190101,2,1.0,5.0,16.0,80.0,43.0,54.0,64.0,113.94523629645774,22.543715459950235,113.88264278363914,22.59020784284491,20190528,50.0,67.0,44.0,85.0,5.0,33.421549934136806,False,5.0,23.259406699226016,0.0,0.348318661984536,0.0,0.0,0.000411414847751,0.0,0.0,0.0006623212070591,1.5553172219374611,0.0083726578498786,0.0,0.0,0.1591819094230386,9642.756
6854307,20190101,3,,16.0,14.0,54.0,64.0,59.0,59.0,113.88264278363914,22.59020784284491,113.8933082365416,22.579630414730055,20190528,50.0,67.0,44.0,85.0,12.041594578792296,7.071067811865476,False,12.041594578792296,30.01666203960727,0.0,0.2999454230013603,0.4108613481739192,0.0081746400680909,0.3709574010709992,0.0,0.0,0.0021177571721394,0.391460156589865,0.2089744286897236,0.0,0.0,0.2006309194165006,1845.576
6854307,20190102,1,4.0,14.0,9.0,59.0,59.0,122.0,70.0,113.8933082365416,22.579630414730055,114.04905860817829,22.6045008869246,20190528,50.0,67.0,44.0,85.0,72.06247289678588,63.953107821277925,False,72.06247289678588,79.42921376924235,0.0,0.4356604127428504,0.2719204355463911,0.0,0.0,0.0,0.0,0.0,1.9549088771242813,0.0,0.0,0.0,0.0367545024598445,18683.121
6854307,20190102,2,1.0,9.0,3.0,122.0,70.0,112.0,89.0,114.04905860817829,22.6045008869246,114.02276634020488,22.646821698058584,20190528,50.0,67.0,44.0,85.0,65.7875368135941,21.470910553583888,False,65.7875368135941,68.11754546370561,0.0,0.4921525038721671,0.0,0.0,0.7378224446698024,0.0,0.0,0.0227663305263556,1.0948234206920275,0.0328619825910621,0.0,0.0,0.0,6349.650999999999
6854307,20190102,3,1.0,3.0,1.0,112.0,89.0,114.0,90.0,114.02276634020488,22.646821698058584,114.0291801094648,22.648799992740503,20190528,50.0,67.0,44.0,85.0,68.00735254367721,2.23606797749979,False,68.00735254367721,70.178344238091,0.0,0.3445922429979651,0.0,0.0,1.4047522324051795,0.0,0.0,0.0,0.0205332971193504,0.0,0.0,0.0,0.0483784833377061,932.5129999999998
6854307,20190102,4,4.0,1.0,0.0,114.0,90.0,51.0,66.0,114.0291801094648,22.648799992740503,113.87450946749551,22.59575303550271,20190528,50.0,67.0,44.0,85.0,1.4142135623730951,67.4166151627327,False,1.4142135623730951,20.248456731316587,0.0,0.4748406790479456,0.397239290494033,0.0,0.6513695671200553,0.0,0.2009438922860414,0.005292759280366,0.249932524534225,0.0,0.0,0.0,0.1154215518222497,21981.227000000006
6854307,20190103,1,4.0,0.0,1.0,51.0,66.0,114.0,90.0,113.87450946749551,22.59575303550271,114.0291801094648,22.648799992740503,20190528,50.0,67.0,44.0,85.0,68.00735254367721,67.4166151627327,False,68.00735254367721,70.178344238091,0.0,0.3445922429979651,0.0,0.0,1.4047522324051795,0.0,0.0,0.0,0.0205332971193504,0.0,0.0,0.0,0.0483784833377061,21981.227000000003
6854307,20190103,2,1.0,1.0,0.0,114.0,90.0,51.0,66.0,114.0291801094648,22.648799992740503,113.87450946749551,22.59575303550271,20190528,50.0,67.0,44.0,85.0,1.4142135623730951,67.4166151627327,False,1.4142135623730951,20.248456731316587,0.0,0.4748406790479456,0.397239290494033,0.0,0.6513695671200553,0.0,0.2009438922860414,0.005292759280366,0.249932524534225,0.0,0.0,0.0,0.1154215518222497,21981.227000000006
6854307,20190104,1,1.0,0.0,3.0,51.0,66.0,112.0,89.0,113.87450946749551,22.59575303550271,114.02276634020488,22.646821698058584,20190528,50.0,67.0,44.0,85.0,65.7875368135941,65.19202405202648,False,65.7875368135941,68.11754546370561,0.0,0.4921525038721671,0.0,0.0,0.7378224446698024,0.0,0.0,0.0227663305263556,1.0948234206920275,0.0328619825910621,0.0,0.0,0.0,21530.670000000013
