fnid,LU_Business,LU_City_Road,LU_Consumption,LU_Culture,LU_Industry,LU_Medical,LU_Park_&_Scenery,LU_Public,LU_Residence,LU_Science_&_Education,LU_Special,LU_Transportation,LU_Wild
18266,0.0,0.5018154960988955,0.2588697957606198,0.0,0.2248473157670562,0.0281986466559458,0.0,0.0,0.3527819259686407,0.4316782711970511,0.0,0.0,0.1917288269441236
19362,0.0,0.2625779089243848,0.0,0.0,0.0001656932184638,0.0,0.0116615273895432,0.0,0.7671090390330625,0.1879105961683658,0.0,0.3517795652877615,0.2506409259560244
17558,0.0730644337252245,0.2964083215481591,0.2029481823617699,0.0,0.0,0.0,0.0744370497953147,0.2448506969999855,1.4712385444950329,0.0,0.3929401262735935,0.0,0.0784232894938896
17909,0.0,0.4633216089212724,0.293401318015859,0.0,0.1468713651857995,0.0,0.0,0.241548554107341,0.5633117029577952,0.5784796546000536,0.0,0.0,0.1345585131898328
24363,0.0332404749967848,0.2077910473699766,0.7217816225896219,0.0,0.2792225873695212,0.0,1.330427458514664,0.1337686744510551,0.5961022293224743,0.0348526415730972,0.0,0.0039957877564416,0.0363911558227301
18271,0.4911072082914638,0.5370506934075631,0.0429851017867057,0.8463649608170004,0.0,0.0,0.0,0.0589253247288588,1.1630235652653584,0.2564905822186552,0.0,0.0,0.0
20770,0.0,0.6275950741556837,8.916782498486622e-05,0.0,0.7260384864332905,0.0,0.0377993049038258,0.1891947036122964,0.7361443693546471,0.0,0.0,0.0,0.0152131220146355
17564,0.0,0.4224343106356188,0.0,0.0,0.9457161361757838,0.0,0.0,0.026362906030255,0.0,0.01461135326076,0.0,0.5296644992559029,0.086806732078496
18268,0.0,0.7829818828459156,1.1965853166034377,0.0,0.2040568518227336,0.0191510565624505,0.2997239427495509,0.1551964764000366,0.2535953924708367,0.0369914927368041,0.0,0.0,0.0360735234286636
14348,0.8073454376455599,0.5796075743464817,0.6550536484137881,0.6505843618153447,0.0,0.0727116764564697,0.3268304674617623,0.0708371219796009,0.3314782935255587,0.1702109892533511,0.0,0.0,0.0258149018610098
19716,0.0,0.7193617456240238,0.0,0.0,0.6704138911834451,0.0,0.0,0.0266516694584259,0.1764003706590613,0.0739867242530985,0.0,0.0,0.1244528891824121
17910,0.0,0.5095319266581787,0.3034240385766072,0.0,0.3893539614540123,1.8928114686525222e-05,0.0,0.2674946455943459,0.6559196537090285,0.1548834006909104,0.0,0.0,0.0877823814217694
20769,0.0,0.4199717423718378,0.1788365846628485,0.0,1.1235336706285073,0.0,0.0,0.0399658450629288,0.3424978249945836,0.0,0.0,0.0,0.024649384971019
17912,0.0376260193128672,1.035912407177566,0.8416802560111513,0.0,0.0222584368361096,0.0,0.291410609251716,0.1947915214899774,0.4723438253036398,0.0,0.0,0.0,0.030365346052752
19360,0.0,0.7053315444511183,0.0643855417896473,0.0,0.7235491456421919,0.0,0.0,0.178998740940796,0.0,0.0268291377642536,0.0,0.1643773715217787,0.1020341586719768
19005,0.0,0.542448388904874,0.0,0.0088093031671564,0.5238223587514049,0.0,0.0116615273895435,0.0095454349709216,0.0,0.0,0.0,0.0181997838066707,0.2429775862997031
17559,0.0438856803525287,0.2967905856284411,0.0776756842164683,0.1844844673378972,0.1976785666551992,0.0,0.0795329192892584,0.335254955945227,0.5564773149613266,0.0,0.2917163081729881,0.1540067714871513,0.1616762228102047
14341,0.0,0.2516179849556251,0.0,0.0,0.0,0.0,0.0,0.0,2.1882071600464164,0.0,0.0,0.0982100225159709,0.0572669954713597
14337,0.9158475999916538,0.5266368949102863,0.0,0.0,0.0,0.0,0.0,0.0,0.1901694693594647,0.0,0.0,1.0217372149435846,0.1432597330464474
18616,0.0,0.4108630037040001,0.0819020647403555,2.136128994703473,0.0038736497193669,0.0,0.0,0.0,0.8111132352303565,0.0,0.0,0.1627054331406774,0.0024183558781468
21134,0.3812000775035896,0.8016914564893848,0.1363612469098196,0.0,0.5277955258240618,0.0,0.0,0.078028861083666,0.0133795221159085,0.0,0.0227680744237045,0.0,0.1213967239220641
17562,0.0,0.8980895279780164,0.7812136954783461,0.0,0.062527059053486,0.0,0.0,0.0209923043470396,0.067604722842297,1.0721050590962524,0.0,0.0,0.0559507462661464
17926,0.1673482667843036,0.5046588143932454,0.0012756489824848,0.0,1.402624186199339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36804,0.0,0.6113813788311939,0.1902659669609048,0.0503068453849609,1.0717203936616857,0.0,0.0,0.0067607084188759,0.0,0.0,0.0,0.0,0.0531223568359201
37169,0.0,0.0,0.0,0.0,0.0,0.0,0.5618389045326591,0.0097491567086698,0.0,0.0,0.0,0.0,0.4566665940530796
38236,0.0,0.5959910722749561,0.0,0.0,0.5811939961743976,0.0,0.0,0.0914301391594642,0.1634923515891532,0.0,0.0,0.0,0.1802259129681343
17189,0.0,0.5993538073184407,1.055135981083875,1.6773205979073993,0.0,0.0,0.0,0.3521066345473529,0.0755881869539619,0.0,0.0,0.0,0.0035269602384689
19692,0.2665530444976383,0.8216286586271067,0.2730314363074026,0.0,0.2188939531017226,0.0,0.010294854613414,0.2524265591294551,0.5454285882340025,0.0,0.0,0.0,0.08085002478229
17557,0.1599462672621112,0.6649235264912896,0.1180647857290892,0.0,0.0,0.0,0.0890411504130277,1.180735211807168,0.6891134677888947,0.0,0.0267872499297615,0.0,0.0524930059683163
18998,0.0001707049374633,0.6670228423560224,0.1835762923572211,0.0,0.1552828468536329,0.0,0.0,0.0,0.0,0.0,0.0,1.9423539126803389,0.0485532334811705
18990,0.0,0.3718411478421697,0.0,0.1088117583443395,0.6015306086704822,0.0,0.0,0.0210729101552786,0.3297926106852529,0.6558009176916524,0.0,0.1077191424589636,0.0993428476392004
19431,0.25649786142595,0.4774033254174575,0.349072124783486,0.0709991416293883,0.0073094174713801,0.1422707013925062,0.0,0.1327851554598906,1.383408770262176,0.4681154354549314,0.0,0.0,0.0
19715,0.0,0.5731008607684754,0.0,0.0,0.6855606294630694,0.0,0.0,0.0145824070501587,0.2541079241929169,0.0,0.0,0.0,0.1503367850955876
19073,0.112514021921547,0.1892936737932699,0.2380794819008513,0.0,0.0,0.0483071784941663,0.0,0.1712194612188359,1.8585777301135509,0.6443416505267002,0.0,0.0,0.0
18281,0.2710243875757426,0.5470169360712169,0.0,0.0,1.3320409375625668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19357,0.0,0.0791322818259761,0.0,0.0,0.8073404740014319,0.0,0.0,0.0,0.0557920966877386,0.0,0.0,0.1320062121268087,0.2496867445485908
18979,0.0,1.176099787282093,0.291704788350535,0.1976314148308146,0.0791226709903482,0.0383383439579247,0.3358012169676151,0.0,0.6119705841384103,0.058895178080748,0.0,0.0,0.0145573744298749
17191,0.0,0.5401805843470336,0.892212575618089,0.0,0.001710094822482,0.0,0.0,0.0,1.1280533618715354,0.0,0.0,0.0211019496329783,0.0821854008471524
19074,0.1014487859100477,0.3912142285149272,0.2388794896798232,0.0,0.0,0.1578198814834214,0.0,0.1596032336910653,1.5720278692747984,0.555483982878801,0.0,0.0,0.0090291188558884
18267,0.0,0.8084438869541759,0.3204504575247468,0.0,0.2334210370971205,0.0548947415151116,0.1409654214898032,0.2567850126945937,0.2403442989486095,0.1000278095922004,0.0,0.0,0.123002808214934
19361,0.0,1.0337748095300352,0.0054147722344629,0.0,0.0469188830470716,0.0,0.0,0.001408544408327,0.5296636747132729,0.0,0.0,0.2296527095897416,0.1428944093440748
17206,0.0,0.7600757532587284,0.0131257031065401,0.1457301951154305,0.5413523005850662,0.0,0.0,0.0,0.4564150298209857,0.0632846030137358,0.0,0.0,0.0872318365253811
19006,0.0,0.258735737455341,0.0,0.1484562009873373,0.6311345344924576,0.0,0.0116615273895433,0.0,0.1582262801773553,0.01076366138069,0.0,0.0,0.2364329689392618
17914,0.7212251020392939,0.570616910503679,0.0954857562133648,0.1737074277468293,0.0,0.0,0.0571637856987191,1.0335275981628134,0.5925806712964441,0.094691782819753,0.0662263138970442,0.0,0.0270738455270363
16847,0.0,0.4463939005932263,0.3266529851000473,0.0,0.0,0.0,0.4765403963601993,0.0620267567415227,0.1134775430923808,0.0,0.0,0.0,0.2976791053752898
17939,0.0151473770473193,1.0141512163691315,0.3774674724344499,0.0,0.5648039590361028,0.0,0.0,0.0,0.2255539471072893,0.0,0.0,0.0,0.0429454832789137
20142,0.1914717617417809,0.272930720916077,0.0,0.0,0.0,0.0,0.3072862430323986,0.1455928243314087,0.0544452297446739,0.0,0.0,0.0,0.3759149317392597
19717,0.0,1.2288893485684729,0.0643855417896496,0.0,0.2641348983184236,0.0,0.0,0.0266516694584262,0.1036372002695783,0.0673777119895787,0.0,0.0116061405017188,0.1242065149959014
17913,0.5518659890846414,0.6913792468635904,0.7300241630025074,0.042210714215547,0.0,0.0,0.2414501716261053,1.1062496312333767,0.2783025843977691,0.0,0.0,0.0,0.0
13662,0.0,0.0467100290726537,0.0,0.0,0.0,0.0,3.1695616767120134,0.0,0.0,0.0,0.0,0.0,0.1756957808434064
13664,0.0,0.195147325623732,0.0,0.0,0.0,0.0,2.064339418064431,0.0,1.2534569082043712,0.2813930560690211,0.0,0.0,0.0
20760,0.1589971566602448,0.751914416146675,0.2020003626739422,0.0,0.0730755736264813,0.0,0.0,0.7657733633034297,0.6134479152637105,0.0162722329979901,0.0,0.0,0.0781039273958146
18272,0.0639355849212648,0.653945191336729,0.1358176571255173,0.0963712422942642,0.0,0.0868557904666649,0.0030102449929901,0.2506425394363475,0.9217520203260632,0.9357875575934892,0.0094733711526012,0.0,0.0167045137963711
20429,0.0,0.3160911704378696,0.045560198230548,0.0,0.2328942397423772,0.0,0.0,0.0211721800402847,0.2984710425226237,0.1958925708502667,0.0,0.0,0.2953905105807647
21108,0.0,0.4276768078522885,0.1180442634206149,0.0,0.5318926378463188,0.0,0.0,0.0,0.2783599287602532,0.0,0.0,0.0,0.2090644052957369
17553,0.0,0.898216196511345,0.1653519933738566,0.0,0.0466263563723728,0.0,0.0,0.3615405764536833,0.7405433124821718,0.1209563024257644,0.0,0.0,0.0870057838203428
19335,0.2383089544388935,0.7336510897288775,0.2060544369761493,0.0,0.0847161393979683,0.0,0.1632057747694244,0.0,0.8510352139678177,0.0340616060077278,0.0,0.0,0.1058349508825566
20757,0.0,0.2561951779145911,0.3946134608415722,0.0,0.0051593588874746,0.0343169983775991,0.0209349431284328,0.0,0.2802197903767633,0.0,0.0,0.0,0.3542825074991986
20070,0.0,0.5365785029350499,0.0,0.0,1.4002527629720454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094422507260318
16129,0.0694671912787776,1.0091838153144526,0.531189669682551,0.5641863386107063,0.0,0.0,0.0963772943303594,0.166201459803395,0.0,0.0,0.0,0.0255771559760618,0.1169452966472858
17906,0.0,0.96589597825822,0.227084917180081,0.0,0.0242256961816858,0.0,0.0605970127604055,0.0,1.1369947258767936,0.1450653608314264,0.0,0.0,0.0359928129399449
18269,0.403579173435972,0.6989319524751095,1.727545422745688,0.0328456139913371,0.0,0.0,0.3296387755614585,0.0311759521422757,0.2527322812259095,0.0369914927368054,0.0,0.0,0.0195402977672816
21125,0.0,0.3958951929308208,0.0008752711408521,0.0,0.7085633721952942,0.0,0.0,0.0238576093319767,0.2865767562923236,0.165697480372756,0.0,0.0,0.1573682043045923
17548,0.0,0.474576281716646,0.0124627729038241,0.0,0.0,0.0,0.0,0.0,1.8895829185430373,0.0457773592561489,0.0,0.0903061315611536,0.0534455535438806
