fnid,LU_Business,LU_Green,LU_Industry,LU_Public,LU_Residence,subway,density,intersections,road_density,rent
25874,0.000347239084034,0.015460113222376,0.048419512737471,0.005004960184867,0.415730765549123,0.0,10.366074922777775,2.962962963111111,12.415604938444444,2.883641426
25868,0.062497417470555,0.937294795834169,0.105549890369034,0.110678333294413,0.85285344676603,0.0,55.124912188888885,22.91358024755556,20.464395062222223,2.372211937444444
15500,1.563126356851155,0.122591670186099,2.932005383e-06,0.147428705567319,0.372216954323759,1.0,29.07811022222222,119.50617285666664,43.50241975333333,4.023539085222222
22294,0.0,0.973899803834423,0.000380577734776,0.039353761854297,0.135064303164435,0.888888888888889,28.90965369533333,7.703703703,22.86893827333333,4.662026728222222
26586,0.140573583897003,0.026291366346547,0.183726387598738,0.133437844851269,0.803116792471337,0.0,28.171747766666662,11.456790124,22.36187654444444,3.144467564
26225,0.075677931125866,0.512495484574506,0.194992415098873,0.142562795747881,1.110070940487792,0.0,50.734723136666666,29.43209876555555,24.286617284444446,2.249650218888889
15496,1.173880150317362,0.049939974902697,0.0,0.53934900210671,0.437814363920812,1.0,35.51383116777778,130.76543210222223,37.01866666777778,4.557564831222222
24780,0.505316067725637,0.094668138466875,0.019354779298844,0.158468717001384,1.292340861336229,1.0,58.20634901666666,40.88888889,27.58597531,3.210511836444445
26589,0.0,0.0,0.001781885674245,0.0,0.02270580500475,0.0,7.390907446333333,0.0,4.664098766,2.904568663777778
24502,1.105107494497041,0.467394665840569,0.0,0.143752881303172,0.464429931829974,0.0,8.002856195222222,13.481481481555557,23.48340740777778,11.674050435444444
38388,0.000518263472889,0.214577679158165,0.000471970831589,2.086904588586362,0.123544860840053,0.444444444444444,3.583038801,7.308641975111111,9.623111111111111,3.084219138111111
39460,0.092590234257298,0.402369883813699,6.221300744e-06,1.718095599144346,0.050341485511617,0.666666666666667,3.106924657333333,14.617283950777775,13.505777777,3.181495879777778
25875,0.00310857729096,0.020496136499578,0.037154526387057,0.033160225582017,0.501978956268699,0.0,11.240457509444443,3.950617284,11.226666666555555,2.681277486777778
25495,0.515228539064953,0.191703975212058,0.009411982011731,0.323148330572912,0.900482530103094,1.0,63.82082186222223,63.01234567666667,25.082666668888887,2.451813264222222
22999,0.031683433741992,0.719741355486109,0.013922703549831,0.201598144636885,0.993630282638146,1.0,78.98631529222222,17.975308642222224,20.542617284444443,2.600811719444445
19811,0.0,2.08703597466703,0.006592596545966,0.077334948905876,0.276443755943183,0.666666666666667,2.016929700222223,0.0,14.550320987555558,10.396650143555554
24439,7.5266838211e-05,0.062016951481378,0.000190768667693,0.0,9.55592152e-06,0.0,0.095005023444444,2.370370370222222,13.073777776444444,2.836688273222222
25158,0.0,0.04327101856265,0.004456676033739,0.019253726740683,0.026577592673963,0.0,1.212166839888889,3.555555555444444,17.451654322222222,3.060539594444444
21952,0.0,0.002227648753671,0.0,0.0,0.0,0.0,0.031399708666667,0.0,17.65116049411111,12.652078586666669
24805,0.005784334787066,0.025545276076372,0.087196342220349,0.037412285416631,0.318243491219489,0.0,8.188276487222222,3.358024691444444,7.717728395666667,2.217714496444445
