fnid,LU_Business,LU_City_Road,LU_Consumption,LU_Culture,LU_Industry,LU_Medical,LU_Park_&_Scenery,LU_Public,LU_Residence,LU_Science_&_Education,LU_Special,LU_Transportation,LU_Wild
48221,0.0,0.4930827871401065,0.0228254501575021,0.0118524768237903,1.359092032935727,0.0,0.05376684863347,0.0014883133148765,0.0882313842925286,0.0421720563056654,0.0,0.0,0.0
46805,0.0,1.0921405431994415,0.0,0.0,0.9727990252451348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21463,0.339864900953833,0.4488271126331221,0.0460746736428283,0.0,0.1794649827499989,0.0,0.0,0.1105360774339834,0.6572232611036218,0.0918621375625878,0.0,0.0,0.1849548308584382
48225,0.0,0.3011271558964169,0.4571292783811004,2.4677069862819168,0.0495120413703854,0.0,0.0,0.0725644378609633,0.0510658193970401,0.0,0.0,0.0,0.078994396938764
41087,0.0,0.5940296111423846,0.2347180972174869,0.0,1.029159263404657,0.0227735837121892,0.0,0.0274313652664925,0.1732197789246859,0.0,0.0,0.0,0.0339169571413471
45374,0.254408363280821,0.79043187331446,0.3830486091020627,0.0323180122849593,0.5003792557271762,0.0,0.0,0.1082578795637888,0.0009510348105675,0.0,0.0,0.0,0.110902610618976
50360,0.0,0.7043764943473878,0.0,0.0467804814929717,0.7616235436619261,0.0,0.0,0.0,0.0,0.3432170808482071,0.0,0.0,0.0995991586707849
42861,0.0,0.2845706893646998,0.1087204084583908,0.0,0.2852577787995524,0.0,0.0473274670722836,0.0,0.4140608925857207,0.0,0.0,0.0,0.2815166545093763
45721,0.1664110789346821,0.3119460334022858,0.06269484250527,0.0592973510660633,0.671061516535753,0.0,0.057759180636307,0.1279290504813365,0.2410559803521949,0.0,0.0,0.0,0.165857243729166
46426,0.0,0.1962772191190346,0.3671090570426629,0.0,0.0296021142765529,0.0,0.0,0.0,1.3910077914263703,0.7691457851327725,0.0,0.0,0.0789706939800872
46072,0.0696813580298969,0.4376401374619362,0.389688694270535,0.0,0.1117074398103072,0.4642654284024444,0.0,0.0,1.0824445215340734,0.0,0.0,0.0,0.1018220126416122
46439,0.0222490194383032,0.5823549716479782,0.0,0.0,0.0,0.0,0.0,0.0,1.7178200986867456,0.0,0.0,0.0,0.075965505604247
52510,0.0,0.8327633769320723,0.0679152387219732,0.0,0.049773706490074,0.0,0.0,0.1482759294547941,0.4339186364290811,0.0,0.0,0.0430483261499996,0.2031629532723667
46089,0.0027920914573406,0.9155052703255424,0.1787395000660118,0.0,0.1743444234019742,0.0,0.0,0.2473654972968496,0.7911617513883421,0.1926330832188419,0.0,0.0,0.0427816775601858
