coords,"(114.04693474611668, 22.540002295852275)","(113.9227697112878, 22.49217987724736)","(113.80356636123383, 22.69090196114182)","(113.806094118615, 22.608489914234635)","(113.9251320057314, 22.509396993056807)","(113.92563814717566, 22.499490578823)","(114.02117517887034, 22.566801444941515)","(113.85876360443186, 22.581259339236134)","(113.91779346227996, 22.52269386428252)","(114.05353233492136, 22.54364328906836)","(113.92912167809294, 22.497878461560926)","(113.92166887378023, 22.54272433986609)","(113.93012715045802, 22.5854377256304)","(113.89681327667849, 22.55895081970364)","(113.94614918290752, 22.50752506883701)","(113.92340134855672, 22.547838421042226)","(114.0501515575046, 22.55092800091292)","(113.92652566791946, 22.57339049449254)","(113.90012121377042, 22.56440234596206)","(113.92224983518896, 22.541425009465723)","(113.9209526904422, 22.519832996379805)","(113.95050315614996, 22.592666995595845)","(113.92185580797926, 22.531672656073045)","(113.94954926958331, 22.593125533267497)","(114.09987740224462, 22.55862945839605)","(113.92630913037836, 22.50516191638483)","(113.92554866697613, 22.49387546938467)","(113.93498570445516, 22.52175252781645)","(113.94316221799896, 22.505988284131483)","(113.8358804275415, 22.602846828993243)","(114.0488978197159, 22.71087739476002)","(113.92464415190864, 22.495690220455803)","(113.92218773803936, 22.53729237913093)","(113.91928439640076, 22.491246857098268)","(113.91899340854864, 22.53151856340875)","(113.90266437173422, 22.57103934276284)","(113.9278666598202, 22.576836504884977)","(113.90238367149696, 22.570555626317283)","(114.21448664326958, 22.625520634437432)","(114.15541306236037, 22.62647499010826)","(113.9022229919812, 22.53947935311595)","(113.9015942174005, 22.571386789598705)","(113.92336421331702, 22.494662221579897)","(114.16007862509652, 22.6343931526042)","(114.01101620405794, 22.557524315075128)","(113.90400705889012, 22.57209189068621)","(113.91980076423798, 22.53584783557758)","(113.88354916924268, 22.575260706140764)","(113.86394142985549, 22.6083432672588)","(114.11020849547278, 22.59479912042845)","(113.80083898677545, 22.69025184371544)","(113.79698184192694, 22.67294814226082)","(113.922922365528, 22.49274232891489)","(113.8839390306092, 22.573499571878827)","(113.90468922044644, 22.52458160145202)","(113.81118963446688, 22.71152037485446)","(113.79774013808972, 22.676302140573235)","(113.90140627594926, 22.56081731864961)","(113.9228147337774, 22.53661850363504)","(113.91208989699992, 22.6452923782916)","(113.88300586544976, 22.58562945206341)","(114.11858402141446, 22.551149668582035)","(114.40342775759994, 22.75752918760972)","(113.81792801616244, 22.73909396967996)","(113.92440619892236, 22.51653283646181)","(113.80685593527964, 22.689117790364875)","(113.80383567881978, 22.694381531168883)","(113.92067421160084, 22.63896226031564)","(113.92963531985092, 22.58526587263269)","(113.89034325731022, 22.588759923269595)","(113.91319223484469, 22.4978785926037)","(113.892255566299, 22.53991973545198)","(113.9140268062863, 22.53426418533256)","(113.91937803592886, 22.52819581992984)","(113.94211778612132, 22.50092296681268)","(113.80756354438893, 22.69243242656404)","(113.84657517531204, 22.60093561218349)","(113.8745967732099, 22.56089353229325)","(113.9236191037818, 22.547219884857284)","(114.11875155839356, 22.556180064290512)","(113.96613232544132, 22.52338990440122)","(113.90785134725428, 22.57461377939649)","(113.7984545795984, 22.687766256627945)","(113.88448606450368, 22.587761921174668)","(114.03520463103412, 22.51921755149129)","(113.8080141891376, 22.69437247816994)","(113.77155126284892, 22.67639841965641)","(113.92856639533, 22.585614114940903)","(113.88288330367332, 22.584707613242863)","(113.94255663054965, 22.5418685691059)","(113.91092740367104, 22.53137022222053)","(113.9246627181329, 22.560614477205466)","(113.90304432857408, 22.57083705992409)","(113.79895554589974, 22.67002781975252)","(113.86711044675866, 22.581720273324983)","(113.91380199677894, 22.52950577881648)","(113.81220867492476, 22.69171278348757)","(113.93010821550216, 22.58103330109768)","(113.86217747391308, 22.620536663669785)","(113.787202884941, 22.70781840778824)","(113.88428769528484, 22.59311858474874)","(113.94630768345353, 22.59428386994332)","(114.121585315972, 22.5718004372024)","(113.94190375622978, 22.57762146087218)","(113.91931046608696, 22.52379949723722)","(113.84475396863044, 22.62243264083828)","(113.88183428666048, 22.58382089117693)","(113.88247799071604, 22.571539914543767)","(113.84312994463517, 22.58968804064139)","(113.867296889157, 22.813240987396306)","(114.08654250847071, 22.55688993850308)","(113.81981155421732, 22.674296914959008)","(113.89385583383638, 22.570381868465148)","(113.86391670627869, 22.62356676335052)","(114.36537140469406, 22.75027732854598)","(114.03258017340312, 22.518835225050434)","(113.7636001347737, 22.72988978944929)","(113.86659428816216, 22.58134020026288)","(113.8150073934701, 22.67642124110698)","(113.93145888991178, 22.578848067899514)","(113.961348863182, 22.56614097538303)","(114.059828635191, 22.55692679284818)","(113.91149043362827, 22.55031513055191)","(113.91793134499132, 22.521306733839328)","(113.92474488582464, 22.54902832461472)","(113.87474010382866, 22.595008505464588)","(113.92858732646752, 22.497886317194585)","(114.14738262385522, 22.62282166401146)","(113.84714603807237, 22.57080712156915)","(113.92366541253956, 22.49031818591481)","(113.90736846998614, 22.584919578327888)","(113.92548846160952, 22.50011042823694)","(113.7723344254874, 22.68737798494879)","(113.83322105799826, 22.73261450604596)","(113.92151829851616, 22.54250486324521)","(113.92929765548104, 22.56674971426652)","(113.8855563381032, 22.58338778990331)","(113.92491544451951, 22.546594915393136)","(113.9199180705112, 22.532779942101413)","(113.9358865757457, 22.49015576662666)","(113.79435539359328, 22.68217113485571)","(113.81329833274668, 22.71163275331357)","(113.91133875899128, 22.531498055807084)","(113.9060216403065, 22.566474454650844)","(113.88413314186084, 22.587466287225133)","(113.93464599946716, 22.51865957436213)","(113.8210823761027, 22.749753392782647)","(113.92658920679084, 22.492458862027146)","(113.85355712542966, 22.66182489877292)","(113.88510845002376, 22.58947059796849)","(113.89619219511088, 22.56195301430272)","(113.9288019566342, 22.58296667651562)","(113.87483008598684, 22.55571806422992)","(113.87822146372534, 22.595780185853)","(113.92042670727112, 22.491413103835583)","(113.92392189050732, 22.511208007475243)","(113.96495524828326, 22.53415067655107)","(113.93376121122374, 22.49405012886638)","(113.92120213056955, 22.54274247433163)","(113.9264224304794, 22.494702765882828)","(113.78317612389604, 22.72112859582333)","(113.85121218758688, 22.57789737549889)","(113.9257133208641, 22.49904801076604)","(113.8577241213036, 22.570969357083783)","(113.94635535775788, 22.50871004611025)","(113.86233085822712, 22.60693104670113)","(114.06902312553083, 22.523806070931325)","(114.49990221379645, 22.54893734564464)","(113.94571331747716, 22.52330004273926)","(113.87698404889056, 22.57912414562788)","(113.9330638512782, 22.495724485531586)","(113.92047466594128, 22.544876414936937)","(113.7978084771704, 22.67796389424912)","(113.90948937514612, 22.48887518802972)","(113.9112970710738, 22.511976928895443)","(113.83767185158216, 22.624341266166127)","(113.92631012301244, 22.567845340105382)","(113.7995415821282, 22.687435975246444)","(113.88453539267744, 22.547765267102395)","(113.92305428222826, 22.49292534483256)","(113.81018381420004, 22.70623937238828)","(113.83908742873312, 22.683928243539707)","(114.54846422651664, 22.56122294530019)","(113.9270937650141, 22.551110989411416)","(113.80370559943276, 22.687836631059508)","(113.8464747588942, 22.676005611414727)","(113.92917065609052, 22.503574030879285)","(113.87339173849706, 22.59661564432261)","(113.8774394389855, 22.56625517429714)","(113.92896046356675, 22.58151673069305)","(113.88310153146348, 22.58623698054205)","(113.87235359274077, 22.572455224968497)","(113.92218046914108, 22.55294107113472)","(113.79736131602444, 22.672106361667964)","(113.93510217899644, 22.526906019842286)","(113.87855566357037, 22.59216790486995)","(113.90989511060286, 22.580147211848672)","(113.93894760673626, 22.5081553618812)","(113.87020960892772, 22.558296893756623)","(113.8433983618851, 22.600071130428564)","(113.92259592110987, 22.49125603173196)","(113.87015437333862, 22.59605393906024)","(113.80312923828562, 22.6933928308706)","(113.82901079596748, 22.64045885550324)","(113.9174113969783, 22.51132708318565)","(113.8237800329128, 22.68099936027544)","(113.80166244724734, 22.68988754163503)","(113.91989942007548, 22.491960686132167)","(113.87433931137282, 22.566276087113)","(113.9176267384469, 22.546137278208786)","(113.92919325708384, 22.579346228088763)","(113.89732510089706, 22.58208937726691)","(113.88748437986968, 22.586240821816176)","(113.93170404942028, 22.51515419347029)","(113.79422761138744, 22.68182655677045)","(113.92801189600554, 22.58222055640631)","(113.9253577079628, 22.516232859817617)","(113.89374666645298, 22.59040512458577)","(114.23780014450274, 22.738075058159986)","(113.90779509495395, 22.56886403032578)","(113.83309839612107, 22.695279679644056)","(113.7959787892288, 22.67718626497924)","(114.04983029611104, 22.551869775455)","(114.07229404002798, 22.530781669223945)","(114.0693542705338, 22.51770420768841)","(113.92367270147987, 22.532537701271604)","(114.48847853085512, 22.523815654853145)","(113.85903005379473, 22.58150820922977)","(113.8830452791676, 22.586145643716485)","(113.84972633612948, 22.578707593380017)","(113.84971705017225, 22.579096711859044)","(113.8497258765175, 22.57870884303717)",no action
"(113.7636001347737, 22.72988978944929)",0.21013978,0.11957822,-0.040823497,0.24724111,0.068181515,-0.19056618,-0.07885043,0.15788661,0.0515607,0.31994238,-0.18974657,-0.08029677,0.052008145,0.26191014,0.03914388,-0.014720649,-0.1130612,-0.040108234,-0.22175275,0.04684657,0.057449672,0.16979034,0.0103571415,-0.09859361,-0.021728948,0.18685982,0.41730076,-0.08335847,-0.060510997,-0.09779247,0.14448804,-0.2345134,-0.31212947,-0.04173796,-0.48077884,0.11060101,-0.18338579,0.28433612,-0.029197976,0.021453563,-0.05459607,0.24596748,0.09124285,0.030732557,0.03148876,0.22941285,-0.14946961,-0.4804658,0.16486594,-0.070516184,0.027118668,0.07303546,0.13798617,-0.15427217,0.16659881,0.008984841,-0.23700978,0.33697727,-0.067983806,0.27674535,0.07725488,0.33003843,0.074192464,0.3931937,0.31919476,-0.041599832,-0.1513588,-0.30952305,0.18786815,-0.1574662,-0.13055204,-0.15805818,0.13120916,0.24602419,-0.16195007,0.25975618,0.013539508,-0.36571446,-0.053440236,0.2791143,-0.052188516,-0.20754483,0.3285697,0.21690337,0.23334707,-0.08669238,-0.13835408,-0.15687244,0.119918615,0.11529934,-0.006011717,0.31340322,0.32625183,0.122740924,-0.25626707,-0.027127769,-0.38100976,-0.014114983,-0.15228695,0.13517657,-0.366513,-0.10926664,0.13159698,-0.010385553,-0.1950019,0.27398717,0.13605642,0.28578383,0.31098098,0.12296944,-0.1075276,-0.18242663,-0.19199128,-0.29132542,-0.19653295,-0.016592078,0.015283507,0,0.10836125,0.18103811,0.008263544,-0.050008625,0.5096247,0.07566237,-0.31880683,0.33678028,0.008022435,-0.06373574,-0.059309535,0.084273055,0.28338805,-0.08791832,-0.14218459,-0.24479505,0.11381517,0.13751549,0.07670635,-0.36960012,0.09181334,0.31389475,-0.19449402,0.064912416,0.040490933,-0.58198327,0.036135316,0.25910717,-0.24671839,-0.4644376,0.16644773,-0.32257926,-0.21236819,-0.04961175,0.43778217,-0.38997597,0.2154989,0.48639846,0.14124656,-0.030011937,-0.09906217,0.07816786,-0.00968886,-0.20131533,0.104907565,-0.17406562,0.16175948,-0.5029946,-0.39365318,0.070818804,0.026629843,0.20407687,-0.1620675,0.12747924,0.03553255,0.23695388,0.20734543,-0.20400321,0.31817293,0.34699222,-0.19023642,-0.24906792,0.31858015,0.12651938,0.19504003,0,0.24953502,-0.0989891,-0.16014981,-0.14044774,-0.16261744,-0.52024835,-0.42662638,0.16613677,0.29215953,0.32497203,-0.01505778,-0.14542365,0.22138365,0.12996672,0.028281126,0.24037795,-0.052178778,0.25487682,0.11809714,0.33720466,-0.1545371,0.6791174,-0.19269332,-0.17374864,0.03988889,0.22077101,0.34373897,-0.21693306,0.070473224,0,-0.029862184,-0.06709263,-0.33909768,-0.53618795,0.0788359,0.22307777,0.06513141,-0.067190304,0.38659272,0.5039407,-0.11730243,-0.14113186,0.13804004,0.11092179,0.05968465,-0.20021753,0.08687505,-0.258314,-0.07078022
"(113.77155126284892, 22.67639841965641)",0.17528042,0.10033301,0.081758685,0.22753884,-0.101227395,-0.01574523,0.0058263056,0.27143055,0.14924614,0.33035845,-0.1326826,-0.1372511,-0.015301026,0.094380595,0.06012081,-0.01974529,-0.120777346,-0.021584751,-0.10001074,-0.019140244,0.043331657,0.061207872,0.06588749,-0.100992545,0.0015896708,0.047987275,0.30328608,-0.06812611,-0.016589135,-0.13687745,0.066007465,-0.23727071,-0.259638,-0.122094736,-0.41901216,0.06663467,-0.13021106,0.2274375,-0.058599517,0.012926165,-0.038677562,0.19998366,0.17705743,0.15007928,0.14848243,0.13897145,-0.02277577,-0.37112394,0.19363973,-0.12155002,0.012671693,-0.016454905,0.15751429,-0.11357387,0.08589757,-0.1265907,-0.15471722,0.27963245,-0.06209445,0.21582703,0.03988411,0.30829868,0.15504502,0.2130377,0.22267646,-0.02574591,-0.029645577,-0.34557283,0.13518718,-0.03275925,-0.13672383,-0.17483304,0.13215354,0.15226382,-0.20811336,0.24945256,0.025581375,-0.16484082,0.010273263,0.18225907,0.015805468,-0.11981798,0.36218083,0.26093185,0.18048711,-0.08994578,-0.22432052,-0.060473844,0.0070605576,0.036416344,-0.051239304,0.31918168,0.10766427,-0.0011052899,-0.2062937,-0.12679619,-0.3282917,0.1752283,-0.16198266,0.12063848,-0.21136491,-0.195458,-0.08945894,0.08405566,-0.14887086,0.25670248,0.16675746,0.12141783,0.3396539,-0.00048097223,-0.060574323,-0.060288265,-0.02579308,-0.2987492,-0.12572254,0.09732985,-0.12002246,0,0.07552528,0.19847262,0.08553188,0.08590834,0.53705716,0.049182154,-0.29723036,0.29712215,0.04280997,-0.056371782,-0.00065302104,0.010251716,0.372212,-0.007749593,-0.108353496,-0.21788844,0.1547359,0.07536888,0.155029,-0.3809817,0.06535949,0.29200804,-0.17743388,-0.02276022,-0.043521896,-0.42679042,-0.04552123,0.22960949,-0.121665746,-0.32602322,0.12595966,-0.10504573,-0.13519415,0.08716522,0.4878434,-0.4391462,0.03431598,0.46679884,0.06012179,-0.07972737,-0.098085426,-0.024594776,-0.035002902,-0.11055066,0.027545892,-0.17861348,0.13613541,-0.52925324,-0.36237594,0.14150843,-0.017172419,0.2228763,-0.13388972,0.046753302,-0.004700065,0.009835359,0.098878294,-0.17736915,0.18785141,0.1880024,-0.22458401,-0.2616936,0.31117868,0.08434656,0.18206525,0,0.31660447,-0.112213284,-0.10465469,-0.11089971,-0.06099105,-0.34525886,-0.3803887,0.15572163,0.3262336,0.21219446,0.054841124,-0.16336,0.24306114,0.01259391,0.055150438,0.25705498,-0.07958421,0.18860453,0.0075533227,0.33081627,-0.06364711,0.6845104,-0.1052252,-0.05889672,0.007491924,0.07227985,0.257474,-0.18785445,0.12252514,0,0.064864606,0.042238712,-0.3156314,-0.4886594,0.105187856,0.16428745,0.056669585,-0.12978439,0.25017494,0.3128683,-0.04344833,-0.09398244,0.18358104,0.021665983,-0.0009982139,-0.32691002,0.07695517,-0.15626398,-0.15354325
"(113.7723344254874, 22.68737798494879)",0.19730264,0.06983668,0.104666434,0.2364057,-0.08915947,-0.034407087,0.015396845,0.27623034,0.1555411,0.27121967,-0.1385379,-0.0896153,0.0029341057,0.08714802,0.06440683,-0.017683014,-0.10964047,-0.050169066,-0.09552933,-0.041213557,0.03346209,0.057277065,0.07230985,-0.114847854,0.007643163,0.10816047,0.23730047,-0.07403955,-0.014263336,-0.1905776,0.08594191,-0.23612332,-0.25636,-0.083627805,-0.41875023,0.08789721,-0.11394704,0.23689586,-0.04147066,0.0061612763,-0.03867938,0.22078556,0.16265805,0.10947718,0.10094266,0.17144603,-0.007835858,-0.32398403,0.20503847,-0.09247926,-0.004409031,-0.038638644,0.091245174,-0.11259749,0.10826916,-0.17176479,-0.15155004,0.30431756,-0.052424908,0.2105661,0.011863235,0.3243891,0.11887008,0.2260294,0.23539186,-0.035256054,-0.025203332,-0.3251006,0.1600627,-0.04012154,-0.13056551,-0.19082299,0.11377069,0.20615834,-0.19545802,0.2744716,0.015335813,-0.1411294,0.046040073,0.22014658,0.056233067,-0.1439009,0.27805227,0.25620928,0.16387057,-0.07568796,-0.21059765,-0.08935167,-0.0064362288,0.030911021,-0.020840459,0.3249948,0.14090714,0.016984299,-0.21232718,-0.14732522,-0.3145206,0.1475825,-0.15766734,0.14421839,-0.21902125,-0.2019214,-0.110924244,0.10251075,-0.19362035,0.23990612,0.17802604,0.14789417,0.3417818,0.02877494,-0.05343274,-0.059055246,0.038664434,-0.31068245,-0.14486356,0.081810035,-0.11919823,0,0.055532895,0.18439326,0.073960856,0.06525209,0.46333823,0.028811,-0.30761638,0.2876131,0.03780485,-0.07776421,-0.013223819,0.03413041,0.33455056,0.00305813,-0.1093809,-0.20242086,0.1669722,0.07835479,0.18535438,-0.30705175,0.087081224,0.30773908,-0.16165644,-0.052066624,-0.01583174,-0.40456122,-0.042480916,0.21438576,-0.105725124,-0.3592996,0.13479239,-0.09472362,-0.111304075,0.06176881,0.4886421,-0.40623713,0.039778046,0.4081391,0.067263566,-0.08197881,-0.100641064,-0.00789433,-0.019980086,-0.10506192,0.04967665,-0.15373927,0.14866881,-0.5344855,-0.35662612,0.14747602,0.022430696,0.23281167,-0.1621367,0.06309443,0.01126121,0.021121409,0.06928684,-0.19739228,0.19799401,0.15283222,-0.19469753,-0.22334258,0.27872688,0.07937625,0.14631349,0,0.3265009,-0.07436144,-0.14035106,-0.12570244,-0.050710708,-0.3350651,-0.40820727,0.15147907,0.35960147,0.23427269,0.0150849745,-0.16994515,0.23104416,0.009516388,0.057940725,0.25327426,-0.088473946,0.19846493,0.024388535,0.34600046,-0.07632466,0.6539593,-0.10664556,-0.044944078,0.008815773,0.11760456,0.23683722,-0.2025563,0.08150198,0,0.05023383,-0.024261087,-0.33891004,-0.46925262,0.085640095,0.16210139,0.057167638,-0.12441225,0.29710725,0.36834866,-0.048894484,-0.10633032,0.20151712,-0.0132164955,-0.017897144,-0.28649032,0.06507978,-0.17872944,-0.15561432
"(113.78317612389604, 22.72112859582333)",0.37603644,0.109197386,-0.008633763,0.32661557,0.113830775,-0.16413805,-0.09752412,0.32688072,0.12498407,0.58828634,-0.20364173,-0.14020897,0.04726079,0.07685771,0.13300143,0.13064884,0.06514272,-0.0076604504,-0.26632023,-0.022875637,-0.07521555,0.31398925,-0.04107751,-0.46739042,0.07101399,0.13079253,0.36969832,0.18775058,0.009428885,0.077879705,0.1974979,0.033076756,-0.29153714,0.0634809,-0.34604955,0.21447304,-0.064270355,0.2543784,-0.037387207,0.12952338,0.003986012,0.34858283,0.20565356,0.26813555,0.17530192,0.28305992,-0.16584702,-0.37808558,0.29881364,0.03084775,0.09160952,-0.105566174,-0.1238984,-0.23202327,0.053810664,-0.107511364,-0.00949569,0.47240698,-0.20141988,0.27926442,0.15819448,0.305846,0.20451568,0.24446267,0.33143947,-0.065013856,-0.27131647,-0.29331946,0.29592013,-0.14670151,-0.26300603,-0.37629196,0.022318155,0.20707434,-0.35097897,0.35619804,-0.05904983,-0.3477157,-0.064635344,0.19122817,0.07554322,-0.12335489,0.24050622,0.21469368,0.21171018,-0.10406385,-0.13114639,-0.15938433,-0.033392243,0.24227634,-0.09563052,0.35630637,0.18158007,0.035392247,-0.3723575,0.15749271,-0.24853602,-0.073828794,-0.19878662,0.1883251,-0.20102726,-0.020858139,0.060007572,0.119076334,-0.015829362,0.38558167,0.26525468,0.11216486,0.17696689,0.19693157,0.037654735,-0.14491269,-0.26878387,-0.17682166,-0.3468387,-0.070747845,-0.04188787,0,0.02519808,0.17883435,0.13090523,-0.152655,0.43206683,-0.07720453,-0.21394765,0.20556384,0.047217138,0.017430793,0.008618899,0.12060265,0.262399,-0.08049015,-0.08444655,-0.46638194,0.050899073,0.09401514,0.13594195,-0.15240781,0.21660532,0.10763516,-0.19286269,0.054849498,0.22293946,-0.52907294,0.041341394,0.2611286,-0.28785792,-0.335436,0.16186833,-0.1469236,-0.16233349,-0.0827882,0.4080034,-0.4349501,0.2627293,0.6027248,0.21767768,-0.08881898,-0.047479853,0.051595308,0.058648847,-0.2886082,0.26826286,-0.045145154,0.14822467,-0.4599637,-0.44695613,0.17071289,-0.002320774,0.1952744,-0.28137493,0.0564697,0.06941103,0.20054317,0.17742847,-0.06842814,0.5712735,0.08570109,-0.089061506,-0.36673576,0.1480629,0.13327034,-0.09629791,0,0.33111912,-0.28690606,-0.20063904,-0.084833674,-0.04085362,-0.46557727,-0.5228415,0.28857872,0.12990886,0.3048264,-0.20312801,-0.20057668,0.354629,0.20195451,-0.04223096,0.25238004,0.026841164,-0.06572784,0.041604415,0.13353679,-0.2818961,0.4371394,-0.046747304,-0.15269855,0.07270774,0.31668705,0.14612056,-0.18392767,0.12375645,0,0.09522046,-0.016692132,-0.4969625,-0.20210402,0.004591696,-0.060646698,0.13249274,-0.15987481,-0.066478625,0.54755235,-0.19338278,-0.115393564,0.1960108,0.07724438,0.018858526,-0.232475,0.10796732,-0.21981874,0.01807927
"(113.787202884941, 22.70781840778824)",0.28868267,0.096169434,0.13879901,0.33691415,-0.0032362891,-0.065548725,-0.01839583,0.29621914,0.1510282,0.37459835,-0.19551568,-0.10943492,0.05929304,0.13985264,0.022022504,0.025339678,-0.020752614,-0.051835775,-0.15249659,-0.027785331,-0.06564981,0.16958807,0.022334384,-0.26116127,-0.008142747,0.15697804,0.28390783,-0.056934267,-0.00090748817,-0.0015981421,0.11177838,-0.18340203,-0.3382803,-0.029748455,-0.4575335,0.08305021,-0.12492546,0.20368409,0.0150196105,-0.006542649,-0.08807185,0.3109572,0.21228729,0.060444936,0.11196415,0.307854,-0.10742757,-0.40467083,0.2723854,-0.024861932,0.008232578,-0.0005290061,0.027609808,-0.27364686,0.09931523,-0.18984255,-0.11295739,0.35066476,-0.04462318,0.2881492,0.06752093,0.2574153,0.2118403,0.34212083,0.2499042,-0.067239225,-0.086239904,-0.32393694,0.21230105,-0.081459746,-0.10971603,-0.21991822,0.036953807,0.20767277,-0.25684616,0.3174392,-0.015136823,-0.2844561,0.039750107,0.28531152,0.088373296,-0.18767959,0.30097765,0.29278848,0.18824,-0.06507538,-0.19355737,-0.104871616,-0.012172811,0.040045135,-0.14006719,0.35965416,0.253849,0.08777965,-0.28968444,-0.060794707,-0.30809146,0.01871901,-0.2351118,0.17031687,-0.18688612,-0.17343229,-0.0103134215,0.09758296,-0.21306434,0.27749056,0.2191041,0.17163396,0.29600996,0.10632742,-0.052031755,-0.11618881,-0.08673747,-0.3065874,-0.22392811,0.036141746,-0.12689193,0,0.104330905,0.15715131,0.07309652,-0.038210772,0.40219048,0.031670816,-0.3334208,0.23228672,0.032216586,-0.0019938685,-0.009593509,0.0575227,0.2533407,0.0029657725,-0.12482557,-0.27301002,0.18574543,0.15277661,0.23997366,-0.20718531,0.13131492,0.27216628,-0.14535144,0.00052485615,0.062150083,-0.44381267,0.013905227,0.22117145,-0.18528585,-0.3288378,0.17028561,-0.101581626,-0.1348989,-0.008015515,0.41475588,-0.36000183,0.16049403,0.55231905,0.14492959,-0.11820476,-0.10589113,-0.017561696,-0.04669585,-0.13884221,0.13323611,-0.04368785,0.17117356,-0.5363028,-0.44114044,0.1817199,0.057815798,0.17779006,-0.17257768,0.0971594,0.05422523,0.08996725,0.09330663,-0.12040401,0.29112083,0.26306376,-0.16909134,-0.22480194,0.2540022,0.10001798,0.06636286,0,0.32819688,-0.18823402,-0.20361607,-0.10273486,-0.06121409,-0.3887898,-0.42962152,0.23920372,0.31496516,0.30952716,0.015833579,-0.18232206,0.27104723,0.029983044,-0.012239542,0.1780679,-0.073681995,0.14331046,0.055090323,0.25546557,-0.15943159,0.5670499,-0.17065999,-0.10870811,0.018518806,0.260674,0.16416778,-0.23305382,0.055596873,0,0.062334266,-0.095471025,-0.39635152,-0.3988175,0.06219899,0.040469296,0.06554636,-0.17673616,0.2283603,0.5243487,-0.13677159,-0.1377946,0.20862736,0.05496832,-0.008766394,-0.3196934,0.109513015,-0.21976969,-0.07497357
"(113.79422761138744, 22.68182655677045)",0.2090058,0.04577998,0.101136975,0.24983825,-0.04635076,-0.062958576,-0.06127419,0.22495832,0.14727719,0.17262757,-0.13846089,-0.102343634,0.054365315,0.16285613,0.03420349,-0.042803526,-0.09667242,-0.063290656,-0.16950168,-0.085282385,0.011100512,0.04981662,0.057982907,-0.0913562,0.008377373,0.13654372,0.23886083,-0.1076515,-0.039187882,-0.16056648,0.13166952,-0.29010117,-0.29179496,-0.049300537,-0.5005382,0.048017483,-0.116912164,0.19692162,0.020225689,-0.06932008,-0.057977322,0.29768863,0.16080509,-0.051189914,0.0005341638,0.26566383,-0.042627618,-0.35986412,0.17919257,-0.054695345,-0.01079695,0.01898852,0.051752605,-0.12668034,0.15376422,-0.17768788,-0.20630108,0.32401475,0.009603129,0.1971253,0.08091302,0.30677173,0.05815315,0.3055327,0.290699,-0.07551352,-0.023169398,-0.31372985,0.1560218,-0.06974417,-0.043970786,-0.15229295,0.13110852,0.29273617,-0.18779299,0.35029185,0.0064394027,-0.20605144,0.06500771,0.2857529,0.04048306,-0.21290311,0.28375566,0.29454944,0.18341452,-0.03486274,-0.19634221,-0.07513444,0.05624461,0.012687586,-0.01867824,0.34101543,0.27061954,0.10449044,-0.22284701,-0.14380282,-0.29768193,0.109201156,-0.22817618,0.18134195,-0.23402415,-0.20001933,-0.06026241,0.07315903,-0.255798,0.22742431,0.13412903,0.20512885,0.38707614,0.046719067,-0.098547496,-0.11272167,0.0869185,-0.34514847,-0.16291852,0.062311567,-0.11621122,0,0.07760214,0.18479505,0.019191623,0.008900527,0.38857648,0.08826747,-0.3657149,0.3158256,0.03861872,-0.09131263,-0.040851258,0.04693128,0.29575077,-0.05532766,-0.14680865,-0.13193014,0.17692854,0.13164178,0.2136943,-0.24065109,0.06272927,0.40139788,-0.064084426,-0.06699908,-0.0044296365,-0.40628773,-0.0030796828,0.22920015,-0.15656324,-0.36902136,0.16858298,-0.13270432,-0.14397526,0.018438784,0.42821252,-0.3143408,0.12599152,0.45055753,0.12635161,-0.087387934,-0.103238545,0.05930633,-0.06693784,-0.06508851,0.08535852,-0.15202191,0.14327197,-0.5323792,-0.31409296,0.14674401,0.02990795,0.20220214,-0.2207982,0.16321754,0.002182215,0.056104776,0.07768965,-0.23445159,0.1962332,0.26834393,-0.22604987,-0.16909777,0.24048956,0.12413496,0.15197,0,0.299799,-0.057597812,-0.18720803,-0.15572873,-0.10377109,-0.37492663,-0.43988037,0.1475189,0.3481251,0.28687066,0.04971745,-0.14245427,0.17295645,0.031270564,0.06933141,0.1868501,-0.10811789,0.26292232,0.123195454,0.32810685,-0.08625233,0.64466536,-0.19951811,-0.085180834,0.024126723,0.24587487,0.16418277,-0.19538908,0.032220945,0,0.015627738,-0.0650073,-0.28041327,-0.5034445,0.050474994,0.2064982,0.040700324,-0.12872441,0.43448412,0.4924031,-0.09192308,-0.109866366,0.20156494,-0.0122316405,0.011666648,-0.29110563,0.07944977,-0.25418866,-0.11897257
