fnid,LU_Business,LU_City_Road,LU_Consumption,LU_Culture,LU_Industry,LU_Medical,LU_Park_&_Scenery,LU_Public,LU_Residence,LU_Science_&_Education,LU_Special,LU_Transportation,LU_Wild
25874,0.0,0.133797066586629,0.0,0.0,0.0752799643480658,0.0,0.0,0.1830121715122215,0.0,0.0,0.0,0.0,0.4421981929030827
25868,0.0,0.4117396265466714,0.2946911118359524,0.0,0.1408737543942088,0.0,0.5817896206675833,0.2546183502055593,0.0524043844864608,0.0,0.0,0.0,0.2464576695955081
15500,1.935580259345613,0.6673666774322543,0.5522678847372722,0.0909143329087481,0.0,0.0526900407873454,0.2091415363037138,0.016801017517761,0.4215651056664694,0.0,0.0,0.0,0.0
22294,0.0,0.1442555696549264,0.0,0.0,0.0,0.0,0.181255970910327,0.0336700645517986,0.0919971168981881,0.0,0.2114198206580582,0.0,0.4230626821057593
26586,0.0075817976814105,0.3148914917392182,0.5378132652480857,0.0773118557894731,0.3880143925215558,0.0,0.0,0.0881670732533539,0.1692323464736541,0.0318813390450826,0.0,0.0,0.2188023494139452
26225,0.0,0.3401984490244847,0.5284165259343827,0.0,0.002677375819065,0.0193070468351385,0.9256779491100016,0.0589327310092169,0.0618062190363618,0.0757148285291095,0.0,0.0,0.249003204968366
15496,2.1040130630415,0.6887042165206585,0.1720848486405786,0.0,0.0,0.0,0.0,0.1925238928255697,0.4371429297612378,0.0096118128041794,0.0,0.0,0.0352613601206413
24780,0.012709848132459,0.1384907138064663,0.1764349782923071,0.0,0.0,0.003432675764658,0.0,0.0365617147174626,0.1327891980076207,0.2847683804876024,0.0,0.0,0.3994257426631534
26589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5163934329871248
24502,0.5044939444962153,0.1228750422409958,0.5479572032552188,0.0,0.0,0.0,0.3541067260804014,0.0103965887643066,0.3949568380677426,0.0860019039801017,0.0,0.0,0.2557185849452226
38388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1385674118812097,0.0,4.121985339754024,0.0,0.0,0.0
39460,0.0,0.625583317690953,0.0,0.0,0.0036426089818973,0.0,0.0,0.0,0.0,2.6728798087910617,0.0,0.0,0.049032712266563
25875,0.0,0.2129318139751286,0.0,0.0228528494940339,0.0978668366310119,0.0,0.0183275672509474,0.0431807282352012,0.0,0.0,0.0,0.0,0.4309758756200573
25495,0.0016544852908012,0.2582290736189657,0.186230978407084,0.2057966435305939,0.0,0.0979124792500387,0.4065850741262303,0.2617864980246488,0.3756488899231046,0.0030141283316595,0.0,0.0030165009102244,0.2606154699332209
22999,0.0,0.2638836791242313,0.0603289156328113,0.0,0.0881836131367085,0.0,0.0,0.0,0.9471299289680088,0.0087718400616541,0.0323773582900038,0.0,0.252055223190996
19811,0.0,0.1673182401798222,0.0,0.0,0.0,0.0,0.014961954422978,0.0,0.3082551111205428,0.0,0.0,0.0,0.4218441759418412
24439,0.0,0.4211256511439242,0.0,0.0,0.0,0.0,0.0,0.0,0.0057467300737757,0.0,0.0,0.0,0.4192474442453503
25158,0.0,0.2809641962824621,0.0,0.0,0.0,0.0,0.0,0.0313586501183251,0.0,0.0,0.0,0.0,0.4483232584384066
21952,0.0,0.0286407805334578,0.0,0.0616329478034101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5028136540393019
24805,0.0,0.1108321045212633,0.0,0.0169789607685183,0.1559955952334304,0.0330809863574199,0.0207876886217926,0.0431731676552016,0.1689353759876562,0.057622123122664,0.0,0.0,0.3990108623150677
24806,0.0,0.0430000128845253,0.0027431315095476,0.0,0.1316226414538505,0.0,0.0,0.0009346260877523,0.0948729136967986,0.0388627894814375,0.0,0.0,0.4484207155346475
22650,0.0,0.197479686731989,0.0,0.0,0.0,0.0,0.0,0.026805242944049,1.7195990773320429,0.0227314769211455,0.2323087182641902,0.0,0.136481912884591
18028,0.0,0.1756969631513542,0.0,0.0,0.0,0.0,0.0,0.0,1.137766175632252,0.0533975662289253,0.0,0.0,0.2675594493673267
26226,0.0,0.255260763715522,0.2569036310771595,0.0,0.1117725489879995,0.0193070468351383,1.048164210642205,0.3325324062298543,0.1867276729946246,0.0757148285291086,0.0,0.0,0.201725999318209
26228,0.0105105071285891,0.492557704194311,0.368930910008828,0.0773118487295828,0.1763655713466015,0.0,0.0,0.4310146863424769,0.1051850368791714,0.1928189814174291,0.0,0.0,0.2052140100089941
24802,0.0,0.0255029097678582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5105722463355361
23021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5163934329871248
