fnid,LU_Business,LU_Green,LU_Industry,LU_Public,LU_Residence,subway,density,intersections,road_density,rent
21859,0.286035614660234,0.323871957328721,0.033763925015288,0.193206674103724,1.057983583644703,1.0,34.01067340111111,38.716049384444446,32.22123456888889,3.138261332222222
21137,0.0,0.913762022369095,0.708210486922007,0.048666284823299,0.434244669397338,0.888888888888889,5.277247762555556,32.0,38.21412345666667,4.480584383777778
13635,0.516970394832247,0.080948081717446,0.000965680621228,0.715493142162192,1.125839677722396,1.0,43.59550943555556,55.30864197666667,33.25432098777778,3.377466562333333
20079,0.015503895807701,0.53768117014354,0.053966670493659,0.209107632918086,0.443932549173322,1.0,34.89678789222222,10.666666667222223,18.798222223555555,3.369423849333333
26886,0.181517873854198,0.207652034673117,0.170264440766465,0.12067870005809,0.099063261084487,1.0,7.631326177111112,85.92592592444444,27.06587654411111,5.331576644333333
26889,0.717120027103284,0.659502159984712,0.11511217274799,0.038485649966061,0.180295137392796,1.0,6.825626322222222,67.9506172811111,35.9545679,3.240716574555556
12564,0.570096498259462,0.092154447577497,0.115569455865489,0.15877478346872,1.194547244014383,1.0,64.61893848888889,51.95061728333334,42.06597530888889,4.011059680222222
22216,0.184034551824955,0.309662945522561,0.023035832267129,0.541101798927176,1.02293934906742,1.0,40.257488197777775,32.98765432222222,30.455506173333333,2.940161538888889
25818,0.078651285729967,0.414001892277622,0.080968685394561,0.121961011108278,0.756210605720059,1.0,18.34835889888889,65.77777777666667,30.69274074,10.671806552444444
27248,0.529206031937713,0.502491389348054,0.053337588331453,0.308492967417928,0.646013581726087,1.0,61.890312999,33.38271604888889,23.83387654333333,2.297084897555555
16897,0.088256019015278,0.279552332006068,0.048700818050767,0.461983152470686,1.037699985988652,1.0,21.31758406777778,55.90123457,32.71506172888889,8.48690018511111
26530,0.237134222984602,0.251790198440831,0.066967785061962,7.2136444957e-05,0.047425313320785,1.0,2.547916807444444,112.39506172555556,35.63733333333333,5.871827662444444
26531,0.437367948768667,0.337324165986866,0.081926835494252,0.016461857978333,0.083357425905506,1.0,3.841072678111111,104.69135802111111,38.198320985555554,5.227224531666667
10405,1.946194032011048,0.076649958863443,0.499315981568173,0.010649461394862,0.00084115916017,1.0,2.821921630111111,13.037037036,22.79980247,6.009110057777778
20781,0.008757862242926,0.650367350412667,0.798275430714884,0.363311576125544,0.491069501594816,0.888888888888889,9.060431771666666,17.38271604888889,25.99644444333333,4.84063430288889
20784,0.168568031298602,0.735698915916441,0.961280603756656,0.252314178552775,0.113116725215682,1.0,2.293295634444445,6.716049383333333,16.328888891444443,4.726328685
26890,0.543409956885743,0.682700340531856,0.103571107205096,0.078515041629181,0.515989133221092,1.0,18.971800821444447,40.49382716111111,28.788345677777777,2.591794260222222
10423,0.338076838684379,0.434069395313856,0.412396045200873,0.137070748296881,0.90699033885128,1.0,44.35509471222222,30.419753086666667,41.13323456777778,5.488441316666667
21502,0.361469809816976,0.420023566752734,0.03933983947868,0.212342609537213,0.793561002387087,1.0,26.08957152777777,39.901234568888896,31.260641975555554,3.138988699555556
10780,0.270502951648329,0.645238843437227,0.360621723807075,0.151101890220959,0.751677555004664,1.0,39.08772354,21.72839506222222,31.13679012333333,5.756068135222223
20789,0.14251751678673,0.341546421280826,0.146852486311917,0.514983113266181,0.606094264574525,1.0,20.633582577777776,34.37037036888889,28.188641975555555,3.180164615555556
26887,0.419972478821368,0.264513997290363,0.110884392771591,0.065549281437812,0.061338600839715,1.0,8.719235017888888,109.82716049,36.965530864444446,4.839514400666666
14358,0.117007238272979,0.249016174055269,0.937951636640019,0.5383368907323,0.038310954989991,1.0,0.184102815888889,52.54320987777778,36.31348148222222,4.162323313111111
20427,0.15208961337816,0.533816883809621,1.01755746649681,0.271933899540648,0.143418654354753,0.888888888888889,1.600278632888889,8.493827160333332,18.22083950777777,4.239403274444445
