coords,"(113.8217538301683, 22.695054564128984)","(113.83905075110482, 22.730816919442955)","(113.8459909539568, 22.689497398249955)","(113.85418693317412, 22.721476129853944)","(113.81881523600764, 22.75144080468773)","(113.83835039645068, 22.707972199031104)","(113.80358238132692, 22.739170813741627)","(113.82100038874977, 22.740267612530623)","(113.85420966157784, 22.721756320117827)","(113.8261265859758, 22.741630755564017)","(113.82097160130566, 22.739409765832928)","(113.83870410437312, 22.70824089416124)","(113.83894509218725, 22.70832643578929)","(113.8029947451216, 22.73963526627557)","(113.8255877501778, 22.740467189229683)","(114.1837141008218, 22.66024665154704)","(113.79903465356554, 22.732266721797096)","(113.82280721993736, 22.738282221397373)","(113.81863889729132, 22.73721560270781)","(113.82547043203664, 22.732072572369457)","(113.82220467282325, 22.739224404005306)","(113.851816448767, 22.72177247312277)","(113.81898810539418, 22.745659923583755)","(113.85745294867267, 22.71310471792549)","(113.83890370760425, 22.73001989242725)","(113.8838172397166, 22.662505211818544)","(113.8528141635792, 22.72113514742812)","(113.85058656048749, 22.72283290030872)","(113.79424661745055, 22.72316396036463)","(113.8524580863241, 22.73201123763933)","(113.82230477836409, 22.73771273680605)","(113.85749152080878, 22.710729530328926)","(113.8394620811632, 22.730274593961543)","(113.83320035508328, 22.710288669248776)","(114.14517823399432, 22.616764652588543)","(113.84108354467917, 22.728718442519604)","(113.84911633552213, 22.77376297981668)","(113.7996173603976, 22.69845713462011)","(113.8124756211018, 22.73911401553136)","(113.82033985085772, 22.75034048564345)","(113.84029561028052, 22.71432752106541)","(113.84947740757984, 22.718596762893288)","(113.85226804355432, 22.72204484887792)","(113.82669465097948, 22.74182474386325)","(113.85404967402069, 22.721980682017072)","(113.83768968199222, 22.70836520891622)","(113.81900272893492, 22.751327231587776)","(113.8203581120728, 22.73916049552549)","(113.84030171372964, 22.728874432606496)","(113.81579179111068, 22.721538459635905)","(113.83611068481646, 22.706393785175827)","(113.8517227144006, 22.722070198258628)","(113.80031180705096, 22.76262130078557)","(113.78336406757376, 22.73969414081475)","(114.08051194846888, 22.53316040238564)","(113.85762261990378, 22.710948677728616)","(113.8216525636664, 22.75958277862884)","(113.8237435977103, 22.740701224434723)","(113.81732938826264, 22.736630019963336)","(113.81941817365755, 22.737761119629813)","(113.81420263992884, 22.746863912810795)","(113.8411236937814, 22.72991862960373)","(113.8299294673386, 22.701542714887747)","(113.83767636678552, 22.729246298982783)","(113.83995382601772, 22.730455134940343)","(113.82319826296768, 22.73999319176838)","(113.8405404496809, 22.72906866121977)","(113.85010216984654, 22.718924927090395)","(113.79122886797629, 22.732434904147123)","(113.81639144939597, 22.76952145347482)","(113.8142912476205, 22.73297791594709)","(113.80172946787565, 22.731842459450743)","(113.80909905139586, 22.716522988011764)","(113.81990470576372, 22.740949654796253)","(113.85174112803664, 22.7221156818462)","(113.85407745160286, 22.722006394622472)","(114.12305939681768, 22.547141131075225)","(113.85831990618252, 22.72794848568245)","(113.83986511037672, 22.730093065006383)","(113.84778332221902, 22.717390210040808)","(113.80530165534152, 22.74054075708143)","(113.85687029937056, 22.728804330172714)","(113.81575315058524, 22.733103969816504)","(113.82925756712037, 22.7273109606338)","(113.85713487648223, 22.72829516006561)","(113.84253291323068, 22.71178183772002)","(113.7921152074802, 22.68317386986728)","(113.84009559121066, 22.72979014450255)","(113.83917493399537, 22.73007038142492)","(113.91943272122889, 22.54585818718256)",no action
"(113.78336406757376, 22.73969414081475)",-0.03163152,0.4774002,0.36619383,0,-0.09027396,0.53499365,-0.03342124,0.31042936,0.006933056,0.3554408,0.16191016,0.027610913,0.20495039,0.31078005,-0.49673486,0,0.008096918,0.3485877,-0.1596709,-0.29651088,-0.614237,-0.0003785491,0.19084823,-0.31952584,0.37806472,-0.21054088,0.68173504,0.20657349,-0.057641238,-0.14662106,0.453442,-0.1530037,-0.031827863,-0.46676213,-0.042593047,-0.1491375,-0.3043743,0.24467717,0.5769693,-0.26924977,0.039688565,-0.16710278,0.16981407,-0.24411654,0.48567003,0.78242093,0.032567754,-0.42256954,0.094125725,-0.7913986,0.23637378,-0.05375104,-0.039746426,-0.34490165,-0.11012049,0.0613264,-1.0289599,-0.4920618,0.035966527,-0.19186124,0.19093831,0.25594476,-0.54866624,-0.1247925,0,0,-0.41285494,0.06464273,0.3585903,0.069751516,-0.01070945,-0.010557823,-0.44597685,0.23179466,0.645348,0.1200628,-0.43366516,0.057354752,-0.22435239,-0.08639195,0.113601066,-0.19680822,0,0.24082707,0.32018203,0.14018026,0.21976209,-0.34309843,-0.14816172,0.14705123,0.12385079
"(113.79122886797629, 22.732434904147123)",-0.0363104,0.08065589,0.108294204,0,0.08801903,0.1865224,0.10214259,-0.043325208,0.22303134,0.16797903,0.17204574,-0.012432404,0.12279988,0.0559382,-0.27025825,0,0.11031583,0.088564664,0.024698434,-0.23461454,-0.24537942,0.010372754,0.29242408,-0.20188421,0.08903891,-0.17329833,0.53038645,0.010841168,-0.06169796,-0.020747418,0.24188766,-0.15808265,-0.011403972,-0.015717939,0.065815225,-0.10564733,-0.2609477,0.04527446,0.2831278,-0.0927715,-0.01637043,-0.048535183,0.25522193,-0.19045466,0.42928883,0.21675903,-0.10569927,0.10830015,-0.20715164,-0.4328266,-0.037270486,-0.025631268,-0.11814767,-0.19361791,-0.18227448,-0.07138565,-0.54130936,-0.100763164,0.043935448,-0.13996379,0.31524265,0.25143382,-0.26720864,-0.028073087,0,0,-0.13377798,0.0656811,0.18523705,-0.080297545,0.048385814,0.0024875328,-0.059932042,0.07532782,0.2959091,0.090992466,-0.3647014,-0.07747039,-0.28746352,-0.02088999,0.083984315,-0.07908478,0,0.103607565,0.24504656,0.09587811,0.018041763,-0.37724876,-0.17785966,0.021496356,0.23486075
"(113.7921152074802, 22.68317386986728)",-0.035707805,0.22493437,0.18191501,0,-0.073458076,0.36819056,0.0013566464,0.05585406,0.008652151,0.13654986,0.15815352,-0.037184533,0.27134657,0.13288948,-0.09052734,0,-0.46060082,0.056903873,-0.18471166,-0.27344325,-0.20876417,0.0664662,0.09857659,-0.16604915,0.25521213,-0.06633368,0.24769655,0.0018472895,-0.057969064,-0.20704663,-0.03228915,-0.18773489,-0.17550117,-0.006011769,0.0050498694,0.040608007,0.21463566,0.10832327,0.18941051,-0.057964142,0.0754743,0.057136923,-0.12292835,-0.19447806,0.27400705,0.31650633,0.25568286,-0.31159693,0.105360806,-0.30675364,0.120449774,-0.16534415,-0.18105048,-0.12573768,-0.0658483,0.13106799,-0.49278548,0.0817324,-0.016132807,-0.14787291,0.0068721063,0.058194548,-0.38555253,-0.16823293,0,0,-0.13561237,0.100475475,0.22133857,0.20602973,-0.14221016,-0.019628659,-0.18020885,-0.067792036,0.4212426,-0.0073727444,-0.15876104,-0.0393056,-0.004204035,-0.026649483,-0.18974175,-0.0802168,0,-0.20371135,-0.07809116,0.012774151,0.07301155,-0.014146708,0.176346,0.13342783,0.17583665
"(113.79424661745055, 22.72316396036463)",-0.11428259,-0.14143328,-0.043877676,0,0.17050019,0.022404708,0.124767646,-0.24460205,0.28350586,0.06421584,0.1266562,-0.06275431,0.039054908,-0.024061069,-0.08936836,0,0.07755622,-0.064924896,0.16816527,-0.19910146,0.014751889,0.03598287,0.377551,-0.0804127,-0.047957513,-0.0964589,0.35096264,-0.14966449,-0.061101064,0.037673943,0.058021873,-0.11737536,0.06630684,0.28639936,0.11451776,-0.06657617,-0.14665145,-0.15231167,0.08957817,-0.029887345,-0.024987407,0.15507902,0.18826336,-0.123708345,0.34502497,-0.10973439,-0.17842448,0.28917658,-0.28014973,-0.0793235,-0.101512596,-0.09103547,-0.15854418,-0.049578834,-0.2436913,-0.071327716,-0.1863111,0.15920696,0.04573093,-0.065160446,0.29732203,0.17524508,-0.10097648,0.06366147,0,0,0.00262421,0.036554664,0.10620163,-0.06647951,0.011066593,0.022513114,0.122551516,-0.055739768,0.10425783,0.045164734,-0.26140046,-0.14182158,-0.30654964,0.047603272,0.062021628,-0.09725832,0,-0.07083832,0.19242561,0.07853581,-0.07842475,-0.28508252,-0.15043892,-0.09548192,0.22286254
"(113.79903465356554, 22.732266721797096)",-0.08158943,-0.008362098,0.1253183,0,0.19190864,0.23701385,0.09505263,-0.09295859,0.15387428,0.13847007,0.130924,-0.046404835,0.13010633,0.042902097,-0.1485092,0,-0.18631479,-0.052233167,-0.018917581,-0.27500194,-0.19427982,0.055615947,0.38092968,-0.15810513,0.11472499,0.02201828,0.52187294,-0.1791496,-0.042280838,-0.082422726,0.12512648,-0.32034847,0.011571709,0.15884402,0.03677912,-0.11275002,-0.15016353,-0.06148795,0.19805121,-0.10122937,0.053427406,0.16278012,0.118570164,-0.22164331,0.33276105,0.16073263,-0.060320377,0.07585263,-0.07065046,-0.3277709,0.010252519,-0.1577182,-0.12249413,-0.17105661,-0.16677082,-0.12807041,-0.41422912,0.10339216,0.11874552,-0.0448944,0.16970156,0.18928975,-0.26062328,0.051230595,0,0,-0.17941418,0.01362528,0.030379899,0.14857143,-0.22019818,-0.0659463,-0.024626333,0.09007142,0.32135552,0.064166486,-0.37367442,-0.2708305,-0.15103771,0.06593371,-0.047343016,-0.24840274,0,-0.04564644,0.17388207,0.17074424,0.07407892,-0.16925445,-0.22158493,-0.09730008,0.16698937
"(113.7996173603976, 22.69845713462011)",0.018366162,0.2709268,0.20918462,0,0.021576475,0.4466353,0.027039379,0.0649061,-0.00053685904,0.17655493,0.11118297,-0.024833776,0.29703623,0.1724932,-0.07757591,0,-0.38317856,0.044090904,-0.09131023,-0.39690793,-0.34385097,0.09889847,0.20673795,-0.23360395,0.25963983,-0.07333031,0.47248235,-0.03278347,-0.08984789,-0.21812624,0.12697792,-0.23511037,-0.08362089,-0.07397592,-0.06803684,-0.021364313,0.06146899,0.06416654,0.30939248,-0.09415543,0.06479791,0.049838938,-0.06247363,-0.21839601,0.35719728,0.4561215,0.13407962,-0.2628181,0.10222848,-0.48200735,0.1597228,-0.09023996,-0.12194353,-0.14299993,-0.13772784,0.013232317,-0.63985044,0.010161931,0.095971055,-0.19978146,0.029237214,0.1223254,-0.4199599,-0.07764466,0,0,-0.21701567,0.13986294,0.18339342,0.2543549,-0.14566195,-0.045163535,-0.24544327,0.011217795,0.533368,0.062288508,-0.29252,-0.115459815,-0.106453285,0.037536517,-0.070133805,-0.14351594,0,-0.055799495,0.0789292,0.12927347,0.12226197,-0.081672065,-0.06375469,0.06212801,0.13266541
"(113.80031180705096, 22.76262130078557)",-0.17444016,-0.28163517,-0.08561757,0,0.18650405,-0.18855494,0.1855147,-0.22350505,0.45657063,0.07987186,0.19759716,-0.08690227,-0.14128125,-0.18053356,-0.090223774,0,0.09946185,-0.14537261,0.10711373,-0.27687922,0.014687456,0.051175,0.25303185,-0.13892144,-0.054673854,0.0018650554,0.3777344,-0.06683507,0.042253256,0.09825895,-0.045064345,-0.14254323,-0.037338022,0.28332937,0.3780021,-0.17620328,-0.24837765,-0.30260998,-0.0076442137,0.089814365,0.10250919,0.08968122,0.53880763,-0.08861568,0.13832526,-0.14043747,-0.093114175,0.6289911,-0.2822165,-0.07184243,-0.18357176,0.034150075,-0.13451095,-0.111968726,-0.3412566,-0.1929412,0.1092503,0.15929568,-0.02674923,0.09811676,0.46437725,0.31450525,0.101588815,0.12507524,0,0,0.08172616,0.01847729,-0.080494635,-0.117024645,0.067150615,0.023223124,0.2864922,0.07390917,-0.10779027,-0.093098626,-0.39362028,-0.2643049,-0.020107806,-0.13022175,0.023957908,-0.18162325,0,0.03415263,0.10019623,-0.05513219,-0.04192051,-0.27930075,-0.040000156,-0.16463222,0.30661365
"(113.80172946787565, 22.731842459450743)",-0.015408885,0.072292075,0.16012123,0,0.115969494,0.28191334,0.07159074,-0.0582534,0.13321052,0.12252982,0.11437684,-0.032331374,0.17995906,0.07329036,-0.13294841,0,-0.12632056,0.035832398,-0.01869219,-0.27580816,-0.20495713,0.033993788,0.3116339,-0.16069072,0.13302958,-0.07979824,0.48481226,-0.05916556,-0.10185602,-0.075707555,0.15224838,-0.2106188,0.0033166818,0.061611757,-0.012896106,-0.08074871,-0.11688393,0.063095085,0.23457259,-0.069581,0.027819745,0.028432198,0.07013622,-0.20094007,0.38283554,0.22058564,-0.008680195,-0.004840344,-0.11467433,-0.33953997,0.04258836,-0.09635913,-0.11336006,-0.15126276,-0.13088003,-0.025776856,-0.5133583,0.047851868,0.084173925,-0.13125592,0.19207044,0.17157093,-0.29606348,-0.01694332,0,0,-0.14302999,0.03621623,0.1066846,0.043361343,-0.07448042,-0.040475555,-0.08354071,0.09198897,0.350578,0.047999114,-0.30466428,-0.16387293,-0.19690624,0.085843615,-0.01216652,-0.13828272,0,-0.0032076724,0.17236999,0.1528859,0.08260232,-0.19516885,-0.19307633,-0.029844873,0.18180011
"(113.8029947451216, 22.73963526627557)",-0.0595794,-0.018824352,0.12498757,0,0.2225576,0.26478797,0.06483175,-0.10387755,0.11607766,0.10414441,0.06922358,-0.05979277,0.16020629,0.023052916,0.016440213,0,-0.37163097,-0.13218233,-0.007906528,-0.35122186,-0.17178735,0.10395256,0.39026326,-0.1323709,0.107788235,0.13698693,0.48188254,-0.26058924,-0.03904338,-0.12898266,0.040666394,-0.34481403,0.0078032464,0.2465138,-0.007021889,-0.10610913,-0.0671975,-0.12821381,0.13962518,-0.064037114,0.093258895,0.25924522,0.013247427,-0.23027797,0.2535538,0.16961214,-0.03304314,0.079799294,0.04219243,-0.22533008,0.048868917,-0.15087365,-0.101523936,-0.124726266,-0.1978784,-0.13906285,-0.30378738,0.23078169,0.15256293,-0.0143822925,0.0694271,0.13912487,-0.23394775,0.09377594,0,0,-0.18845102,0.031430542,-0.06574877,0.2926919,-0.31943622,-0.08745413,-0.012095649,0.08865591,0.32529664,0.041774526,-0.38313872,-0.36995828,-0.023308128,0.1254335,-0.09155175,-0.29659265,0,-0.11728874,0.11618149,0.20369862,0.11744662,-0.004783295,-0.25869685,-0.15242445,0.11272569
"(113.80358238132692, 22.739170813741627)",-0.05537865,-0.024560077,0.12302035,0,0.22598535,0.26374245,0.06444295,-0.10830302,0.116225235,0.097890034,0.06590511,-0.059505407,0.1619227,0.018759549,0.0258179,0,-0.37516984,-0.13659176,-0.006136244,-0.35014874,-0.16400802,0.103986666,0.39210764,-0.12769927,0.1037564,0.1406906,0.47773948,-0.26431948,-0.040742666,-0.12910277,0.036510564,-0.34512925,0.007875778,0.25512564,-0.010831729,-0.104222745,-0.0631215,-0.1263311,0.13445424,-0.06005801,0.092403345,0.2604257,0.006174367,-0.22991301,0.25215095,0.16133562,-0.03350202,0.0841251,0.03990221,-0.21741673,0.046695977,-0.15037102,-0.10144925,-0.120141506,-0.19578977,-0.13923746,-0.2972348,0.24077721,0.15483609,-0.014620473,0.06657362,0.1350222,-0.23070836,0.09502889,0,0,-0.18442148,0.03065361,-0.07153072,0.29245418,-0.32003513,-0.08840389,-0.007646892,0.08822023,0.32123786,0.04141392,-0.37891227,-0.37383997,-0.021808237,0.13183534,-0.09403169,-0.29253882,0,-0.121223986,0.113079116,0.20616816,0.116761446,0.00076095015,-0.26290733,-0.1546832,0.112018526
