coords,"(113.8217538301683, 22.695054564128984)","(113.83905075110482, 22.730816919442955)","(113.8459909539568, 22.689497398249955)","(113.85418693317412, 22.721476129853944)","(113.81881523600764, 22.75144080468773)","(113.83835039645068, 22.707972199031104)","(113.80358238132692, 22.739170813741627)","(113.82100038874977, 22.740267612530623)","(113.85420966157784, 22.721756320117827)","(113.8261265859758, 22.741630755564017)","(113.82097160130566, 22.739409765832928)","(113.83870410437312, 22.70824089416124)","(113.83894509218725, 22.70832643578929)","(113.8029947451216, 22.73963526627557)","(113.8255877501778, 22.740467189229683)","(114.1837141008218, 22.66024665154704)","(113.79903465356554, 22.732266721797096)","(113.82280721993736, 22.738282221397373)","(113.81863889729132, 22.73721560270781)","(113.82547043203664, 22.732072572369457)","(113.82220467282325, 22.739224404005306)","(113.851816448767, 22.72177247312277)","(113.81898810539418, 22.745659923583755)","(113.85745294867267, 22.71310471792549)","(113.83890370760425, 22.73001989242725)","(113.8838172397166, 22.662505211818544)","(113.8528141635792, 22.72113514742812)","(113.85058656048749, 22.72283290030872)","(113.79424661745055, 22.72316396036463)","(113.8524580863241, 22.73201123763933)","(113.82230477836409, 22.73771273680605)","(113.85749152080878, 22.710729530328926)","(113.8394620811632, 22.730274593961543)","(113.83320035508328, 22.710288669248776)","(114.14517823399432, 22.616764652588543)","(113.84108354467917, 22.728718442519604)","(113.84911633552213, 22.77376297981668)","(113.7996173603976, 22.69845713462011)","(113.8124756211018, 22.73911401553136)","(113.82033985085772, 22.75034048564345)","(113.84029561028052, 22.71432752106541)","(113.84947740757984, 22.718596762893288)","(113.85226804355432, 22.72204484887792)","(113.82669465097948, 22.74182474386325)","(113.85404967402069, 22.721980682017072)","(113.83768968199222, 22.70836520891622)","(113.81900272893492, 22.751327231587776)","(113.8203581120728, 22.73916049552549)","(113.84030171372964, 22.728874432606496)","(113.81579179111068, 22.721538459635905)","(113.83611068481646, 22.706393785175827)","(113.8517227144006, 22.722070198258628)","(113.80031180705096, 22.76262130078557)","(113.78336406757376, 22.73969414081475)","(114.08051194846888, 22.53316040238564)","(113.85762261990378, 22.710948677728616)","(113.8216525636664, 22.75958277862884)","(113.8237435977103, 22.740701224434723)","(113.81732938826264, 22.736630019963336)","(113.81941817365755, 22.737761119629813)","(113.81420263992884, 22.746863912810795)","(113.8411236937814, 22.72991862960373)","(113.8299294673386, 22.701542714887747)","(113.83767636678552, 22.729246298982783)","(113.83995382601772, 22.730455134940343)","(113.82319826296768, 22.73999319176838)","(113.8405404496809, 22.72906866121977)","(113.85010216984654, 22.718924927090395)","(113.79122886797629, 22.732434904147123)","(113.81639144939597, 22.76952145347482)","(113.8142912476205, 22.73297791594709)","(113.80172946787565, 22.731842459450743)","(113.80909905139586, 22.716522988011764)","(113.81990470576372, 22.740949654796253)","(113.85174112803664, 22.7221156818462)","(113.85407745160286, 22.722006394622472)","(114.12305939681768, 22.547141131075225)","(113.85831990618252, 22.72794848568245)","(113.83986511037672, 22.730093065006383)","(113.84778332221902, 22.717390210040808)","(113.80530165534152, 22.74054075708143)","(113.85687029937056, 22.728804330172714)","(113.81575315058524, 22.733103969816504)","(113.82925756712037, 22.7273109606338)","(113.85713487648223, 22.72829516006561)","(113.84253291323068, 22.71178183772002)","(113.7921152074802, 22.68317386986728)","(113.84009559121066, 22.72979014450255)","(113.83917493399537, 22.73007038142492)","(113.91943272122889, 22.54585818718256)",no action
"(113.78336406757376, 22.73969414081475)",-0.15260772,0.5379904,0.47124708,0,0.193196,0.9753477,0.5742515,0.38168496,0,0.69066644,0,0.054779813,0.45114532,0,-0.57089245,0,-0.37070763,0.21585117,-0.22560127,-0.36234504,0,0.055695314,0,-0.36589062,0.5464825,0,1.1475254,0,0,-0.28035462,0.7445446,0,0.19025466,0,-0.6017627,-0.26277855,-0.43201402,0.0069678985,0.6331785,0,-0.06883687,0.22723755,0.03233208,-0.3698129,0,1.0967109,0.2864709,0,0.28697765,-1.5251158,0.4967692,-0.38616222,0.003761828,-0.4651178,-0.122915655,-0.34389365,0,-0.813269,0.4929074,0,-0.19603962,0.38068026,0,0,0,0,-0.83343637,-0.019724539,0.7223846,0.5737298,-0.7902214,-0.312666,-0.759778,0.13130124,1.1197879,0,-0.68781495,-0.19816273,-0.4853447,0.003462622,0.007287681,-0.76076263,0,0.35494187,0.4059435,0.46785203,0.3593278,0,0,-0.08940488,-0.061645947
"(113.79122886797629, 22.732434904147123)",-0.4457847,0.04029645,0.21900341,0,0.23115091,0.4944715,0.73460793,0.017601863,0,0.5165646,0,-0.053797655,0.25812986,0,-0.5041937,0,-0.14425963,0.048738327,-0.12904936,-0.09090094,0,-0.016668119,0,-0.0165831,0.24358678,0,0.7458856,0,0,-0.084227115,0.4075414,0,0.18135495,0,-0.50233376,-0.26755503,-0.56110585,-0.10654676,0.09182425,0,-0.11023912,0.43735528,0.26494187,-0.3505114,0,0.35098305,0.17831686,0,0.044820495,-0.673973,0.068455115,-0.6199199,-0.16529427,-0.41794923,-0.21664818,-0.24866942,0,-0.4544618,0.20753829,0,0.17747326,0.3460717,0,0,0,0,-0.5381646,-0.2870459,0.67146206,0.1967205,-0.8436827,-0.23797537,-0.18346757,0.061036747,0.5023477,0,-0.63740855,-0.32902902,-0.36980832,-0.0073578414,-0.036091078,-0.8200336,0,-0.02577503,0.2447211,0.27480134,0.10964276,0,0,-0.20917986,0.11417243
"(113.7921152074802, 22.68317386986728)",-0.4248668,0.22692217,0.16639687,0,0.02888019,0.68679804,0.58447856,0.20502557,0,0.49693263,0,-0.051708426,0.4673504,0,-0.37797156,0,-0.6220873,0.03510813,-0.36575758,0.028653689,0,-0.0009657629,0,0.048414573,0.33952895,0,0.36776793,0,0,-0.32303193,0.12362303,0,-0.19431974,0,-0.45403543,-0.046597544,-0.037227094,0.03131823,0.10390419,0,-0.08667688,0.5787954,-0.21205753,-0.41875505,0,0.40727282,0.41618133,0,0.27949336,-0.6440298,0.12405348,-0.71913326,-0.37272903,-0.316796,-0.16138884,-0.020083997,0,-0.37056208,0.1307546,0,-0.1754954,0.12430136,0,0,0,0,-0.5445439,-0.123852365,0.8691939,0.48521426,-0.95174074,-0.16694966,-0.30936489,-0.2693752,0.648904,0,-0.47054768,-0.17926848,-0.12028151,-0.11976827,-0.39746952,-0.5348616,0,-0.4533617,-0.15935594,0.10589117,0.025465265,0,0,0.10392946,0.10987766
"(113.79424661745055, 22.72316396036463)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(113.79903465356554, 22.732266721797096)",-0.48307222,-0.020976529,0.20876533,0,0.32824263,0.46307766,0.71787757,-0.064745724,0,0.4790709,0,-0.11551179,0.33889705,0,-0.34749505,0,-0.38243347,-0.10438518,-0.1632288,-0.075210124,0,0.0217418,0,0.029904403,0.1685538,0,0.62472534,0,0,-0.1128214,0.24493405,0,0.1764547,0,-0.557695,-0.23411383,-0.46361715,-0.18488276,-0.03659913,0,-0.054246232,0.66054773,0.089053504,-0.4425373,0,0.21723774,0.14646971,0,0.122923456,-0.4131316,0.041790545,-0.72454864,-0.19502227,-0.43070692,-0.22404335,-0.26209906,0,-0.22108506,0.22947155,0,0.038821317,0.3090443,0,0,0,0,-0.563319,-0.30305082,0.5340568,0.37179732,-1.0961438,-0.2797411,-0.076126575,0.027524319,0.49768662,0,-0.7044796,-0.5341848,-0.182892,0.088972665,-0.18145666,-0.9192484,0,-0.23620886,0.17478721,0.32819876,0.12636447,0,0,-0.28923216,0.060946424
"(113.7996173603976, 22.69845713462011)",-0.31171784,0.26655525,0.26524308,0,0.19975196,0.7766101,0.633708,0.16355745,0,0.51942164,0,-0.0410335,0.5196365,0,-0.32410744,0,-0.60404897,-0.032669187,-0.2727337,-0.17965245,0,0.05971281,0,-0.085464284,0.3660992,0,0.6824724,0,0,-0.32738614,0.31624064,0,-0.010542657,0,-0.589863,-0.12409902,-0.19836757,-0.026202027,0.2117312,0,-0.058380216,0.53968054,-0.12922022,-0.4499739,0,0.5599931,0.32515723,0,0.27810112,-0.84394586,0.19913769,-0.6373969,-0.2413383,-0.36982873,-0.18039016,-0.22056675,0,-0.35769227,0.3203161,0,-0.17777045,0.23773743,0,0,0,0,-0.6350302,-0.103547506,0.7076351,0.5567074,-1.009804,-0.27113312,-0.37262353,-0.098587975,0.80271256,0,-0.6165602,-0.3608993,-0.21338493,0.025326887,-0.27021962,-0.7076174,0,-0.21877089,0.05670769,0.31553888,0.14874747,0,0,-0.061988734,0.048059244
"(113.80031180705096, 22.76262130078557)",-0.67651206,-0.28840083,-0.0664316,0,0.27866274,0.059248466,0.83856976,-0.16382454,0,0.506708,0,-0.18859623,0.035410393,0,-0.25467777,0,-0.24294467,-0.20808086,-0.0125206625,-0.11095002,0,0.045780327,0,0.05839987,0.0010749474,0,0.45153362,0,0,0.03264929,-0.029499326,0,0.066910714,0,-0.15665188,-0.32415384,-0.48927003,-0.5666807,-0.24934277,0,0.0033861995,0.70505124,0.49682945,-0.289575,0,0.011835016,0.18319356,0,0.0011783484,-0.19396639,-0.09001887,-0.5356498,-0.2756909,-0.31198087,-0.50131357,-0.29154867,0,-0.21594816,0.03505103,0,0.3085589,0.4122691,0,0,0,0,-0.33183756,-0.24421845,0.5327706,0.25201365,-0.87380624,-0.10433325,0.18321264,-0.09408641,0.100072764,0,-0.7559876,-0.5077046,0.012708597,-0.22355396,-0.148506,-0.8922843,0,-0.24361807,-0.0028249137,-0.00383496,-0.018749759,0,0,-0.34360528,0.17299728
"(113.80172946787565, 22.731842459450743)",-0.36735764,0.082860306,0.32526153,0,0.19721572,0.614933,0.62319577,0.06333768,0,0.4003541,0,-0.020879464,0.33429426,0,-0.43223625,0,-0.20916994,0.07086457,-0.20528759,-0.063319184,0,-0.021909293,0,0.09135647,0.3031797,0,0.6839926,0,0,-0.15569824,0.41776642,0,0.16774243,0,-0.6715902,-0.22960928,-0.5288596,0.11078513,0.04545882,0,-0.08532494,0.4008595,0.10469567,-0.39637002,0,0.33427286,0.20139351,0,0.1651169,-0.49938697,0.06004917,-0.6998541,-0.13513952,-0.42767605,-0.10947123,-0.16707876,0,-0.3312419,0.20954394,0,0.13305645,0.24440606,0,0,0,0,-0.56351197,-0.38097,0.59056145,0.16276966,-0.89204097,-0.29181957,-0.18337631,0.18477216,0.48772198,0,-0.55801225,-0.37688637,-0.27557975,0.14157566,-0.06428148,-0.81015486,0,-0.111605935,0.21560796,0.3731345,0.18484265,0,0,-0.19821946,0.09399423
"(113.8029947451216, 22.73963526627557)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(113.80358238132692, 22.739170813741627)",-0.47363958,-0.023295954,0.18554665,0,0.3101695,0.4467078,0.64674085,-0.07157467,0,0.39194018,0,-0.124583855,0.3797058,0,-0.19353855,0,-0.46562034,-0.18136783,-0.14649428,-0.08384867,0,0.061087888,0,0.120502666,0.1281155,0,0.47412336,0,0,-0.1708178,0.15149444,0,0.13961288,0,-0.6448806,-0.19066727,-0.41219738,-0.17646521,-0.15218723,0,-0.027539015,0.74820936,-0.0067337826,-0.47251096,0,0.13145387,0.11010837,0,0.25022915,-0.13865471,-0.013486007,-0.7506813,-0.1979218,-0.39702076,-0.25549877,-0.22777995,0,-0.06601981,0.19654727,0,-0.012786532,0.23639856,0,0,0,0,-0.54953694,-0.3164789,0.46137235,0.41681463,-1.1657712,-0.27274698,0.0024144985,0.021974783,0.4101944,0,-0.6948106,-0.6089051,-0.024467088,0.14584596,-0.20268962,-0.92442304,0,-0.37768966,0.10206841,0.33632478,0.124908164,0,0,-0.29479992,0.031952146
